wwtp,part.class,bin,count,level,bin_left,bin_right,bin_mid
south,1,16,1364,Pipe,0.8,0.8500000000000001,0.8250000000000001
south,1,17,1302,Pipe,0.8500000000000001,0.9,0.875
south,1,11,3060,Pipe,0.55,0.6000000000000001,0.5750000000000001
south,3,12,3460,Pipe,0.6000000000000001,0.65,0.625
south,7,3,1394,Pipe,0.15000000000000002,0.2,0.17500000000000002
south,7,1,1769,Pipe,0.05,0.1,0.07500000000000001
west,7,12,794,Pipe,0.6000000000000001,0.65,0.625
west,4,13,2770,Pipe,0.65,0.7000000000000001,0.675
west,4,11,2331,Pipe,0.55,0.6000000000000001,0.5750000000000001
west,6,11,1377,Pipe,0.55,0.6000000000000001,0.5750000000000001
west,5,4,1904,Pipe,0.2,0.25,0.225
west,8,2,213,Pipe,0.1,0.15000000000000002,0.125
west,6,4,1023,Pipe,0.2,0.25,0.225
south,1,18,2127,Pipe,0.9,0.9500000000000001,0.925
south,7,13,2052,Pipe,0.65,0.7000000000000001,0.675
south,8,7,1126,Pipe,0.35000000000000003,0.4,0.375
west,7,15,1158,Pipe,0.75,0.8,0.775
south,8,11,965,Pipe,0.55,0.6000000000000001,0.5750000000000001
west,7,5,620,Pipe,0.25,0.30000000000000004,0.275
west,7,13,958,Pipe,0.65,0.7000000000000001,0.675
west,8,9,501,Pipe,0.45,0.5,0.47500000000000003
west,6,2,1166,Pipe,0.1,0.15000000000000002,0.125
south,8,3,781,Pipe,0.15000000000000002,0.2,0.17500000000000002
south,7,8,1470,Pipe,0.4,0.45,0.42500000000000004
south,8,15,2330,Pipe,0.75,0.8,0.775
west,7,1,316,Pipe,0.05,0.1,0.07500000000000001
south,1,15,1286,Pipe,0.75,0.8,0.775
south,8,1,630,Pipe,0.05,0.1,0.07500000000000001
west,8,3,203,Pipe,0.15000000000000002,0.2,0.17500000000000002
west,8,12,830,Pipe,0.6000000000000001,0.65,0.625
west,7,7,683,Pipe,0.35000000000000003,0.4,0.375
west,7,8,680,Pipe,0.4,0.45,0.42500000000000004
west,8,10,598,Pipe,0.5,0.55,0.525
south,8,12,1240,Pipe,0.6000000000000001,0.65,0.625
west,8,1,286,Pipe,0.05,0.1,0.07500000000000001
west,8,8,256,Pipe,0.4,0.45,0.42500000000000004
west,8,6,242,Pipe,0.30000000000000004,0.35000000000000003,0.325
west,7,2,527,Pipe,0.1,0.15000000000000002,0.125
west,8,5,222,Pipe,0.25,0.30000000000000004,0.275
west,8,4,212,Pipe,0.2,0.25,0.225
north,1,1,199764,Flow path,0.05,0.1,0.07500000000000001
north,2,14,61292,Flow path,0.7000000000000001,0.75,0.7250000000000001
north,3,19,1511860,Flow path,0.9500000000000001,1,0.9750000000000001
north,4,19,2565578,Flow path,0.9500000000000001,1,0.9750000000000001
north,5,19,3386990,Flow path,0.9500000000000001,1,0.9750000000000001
north,6,19,3837664,Flow path,0.9500000000000001,1,0.9750000000000001
north,7,19,4184351,Flow path,0.9500000000000001,1,0.9750000000000001
north,8,19,4186000,Flow path,0.9500000000000001,1,0.9750000000000001
north,1,0,3117892,Flow path,0,0.05,0.025
north,2,0,1983881,Flow path,0,0.05,0.025
north,3,3,97037,Flow path,0.15000000000000002,0.2,0.17500000000000002
north,4,15,53828,Flow path,0.75,0.8,0.775
north,4,14,46944,Flow path,0.7000000000000001,0.75,0.7250000000000001
north,3,2,317406,Flow path,0.1,0.15000000000000002,0.125
north,4,12,39175,Flow path,0.6000000000000001,0.65,0.625
north,3,1,1121515,Flow path,0.05,0.1,0.07500000000000001
north,4,6,43379,Flow path,0.30000000000000004,0.35000000000000003,0.325
north,5,13,24005,Flow path,0.65,0.7000000000000001,0.675
north,4,11,36362,Flow path,0.55,0.6000000000000001,0.5750000000000001
north,5,17,39863,Flow path,0.8500000000000001,0.9,0.875
north,2,2,140439,Flow path,0.1,0.15000000000000002,0.125
north,3,10,59063,Flow path,0.5,0.55,0.525
north,2,5,86781,Flow path,0.25,0.30000000000000004,0.275
north,3,9,58242,Flow path,0.45,0.5,0.47500000000000003
north,4,17,88035,Flow path,0.8500000000000001,0.9,0.875
north,4,5,240789,Flow path,0.25,0.30000000000000004,0.275
north,4,10,33574,Flow path,0.5,0.55,0.525
south,1,0,856872,Flow path,0,0.05,0.025
south,2,0,740510,Flow path,0,0.05,0.025
south,3,0,690864,Flow path,0,0.05,0.025
south,4,2,17593,Flow path,0.1,0.15000000000000002,0.125
south,5,9,11554,Flow path,0.45,0.5,0.47500000000000003
south,6,19,692595,Flow path,0.9500000000000001,1,0.9750000000000001
south,7,19,786509,Flow path,0.9500000000000001,1,0.9750000000000001
south,8,19,820935,Flow path,0.9500000000000001,1,0.9750000000000001
south,1,7,9183,Flow path,0.35000000000000003,0.4,0.375
south,2,19,106682,Flow path,0.9500000000000001,1,0.9750000000000001
south,3,19,232691,Flow path,0.9500000000000001,1,0.9750000000000001
south,4,19,313134,Flow path,0.9500000000000001,1,0.9750000000000001
south,5,19,439504,Flow path,0.9500000000000001,1,0.9750000000000001
south,2,9,7515,Flow path,0.45,0.5,0.47500000000000003
south,3,17,7657,Flow path,0.8500000000000001,0.9,0.875
north,1,5,62234,Flow path,0.25,0.30000000000000004,0.275
north,2,19,679588,Flow path,0.9500000000000001,1,0.9750000000000001
north,3,16,86141,Flow path,0.8,0.8500000000000001,0.8250000000000001
north,2,13,59228,Flow path,0.65,0.7000000000000001,0.675
north,1,9,36833,Flow path,0.45,0.5,0.47500000000000003
north,2,7,64224,Flow path,0.35000000000000003,0.4,0.375
north,3,17,107520,Flow path,0.8500000000000001,0.9,0.875
north,2,6,71654,Flow path,0.30000000000000004,0.35000000000000003,0.325
north,2,9,56664,Flow path,0.45,0.5,0.47500000000000003
north,2,1,218939,Flow path,0.05,0.1,0.07500000000000001
north,3,4,74526,Flow path,0.2,0.25,0.225
north,5,9,148174,Flow path,0.45,0.5,0.47500000000000003
north,6,15,37976,Flow path,0.75,0.8,0.775
north,2,4,100560,Flow path,0.2,0.25,0.225
north,4,18,134617,Flow path,0.9,0.9500000000000001,0.925
north,3,11,65131,Flow path,0.55,0.6000000000000001,0.5750000000000001
north,3,18,151935,Flow path,0.9,0.9500000000000001,0.925
north,2,10,54694,Flow path,0.5,0.55,0.525
north,2,15,61544,Flow path,0.75,0.8,0.775
north,3,5,67563,Flow path,0.25,0.30000000000000004,0.275
north,1,19,84914,Flow path,0.9500000000000001,1,0.9750000000000001
north,3,12,72359,Flow path,0.6000000000000001,0.65,0.625
north,3,14,74450,Flow path,0.7000000000000001,0.75,0.7250000000000001
north,3,13,75620,Flow path,0.65,0.7000000000000001,0.675
north,2,12,55447,Flow path,0.6000000000000001,0.65,0.625
north,5,11,34609,Flow path,0.55,0.6000000000000001,0.5750000000000001
north,6,18,106777,Flow path,0.9,0.9500000000000001,0.925
north,2,11,55058,Flow path,0.55,0.6000000000000001,0.5750000000000001
north,1,18,26290,Flow path,0.9,0.9500000000000001,0.925
north,3,8,54058,Flow path,0.4,0.45,0.42500000000000004
south,4,0,578222,Flow path,0,0.05,0.025
south,5,0,381231,Flow path,0,0.05,0.025
south,6,3,3084,Flow path,0.15000000000000002,0.2,0.17500000000000002
south,6,0,247837,Flow path,0,0.05,0.025
south,7,0,219145,Flow path,0,0.05,0.025
south,8,5,1431,Flow path,0.25,0.30000000000000004,0.275
south,8,6,874,Flow path,0.30000000000000004,0.35000000000000003,0.325
south,8,0,187087,Flow path,0,0.05,0.025
south,5,4,5430,Flow path,0.2,0.25,0.225
south,5,13,18462,Flow path,0.65,0.7000000000000001,0.675
south,2,7,9894,Flow path,0.35000000000000003,0.4,0.375
south,3,15,7841,Flow path,0.75,0.8,0.775
south,1,10,6915,Flow path,0.5,0.55,0.525
south,4,1,28267,Flow path,0.05,0.1,0.07500000000000001
south,5,7,7191,Flow path,0.35000000000000003,0.4,0.375
south,7,15,3402,Flow path,0.75,0.8,0.775
south,6,5,3493,Flow path,0.25,0.30000000000000004,0.275
south,6,11,4076,Flow path,0.55,0.6000000000000001,0.5750000000000001
south,6,9,2924,Flow path,0.45,0.5,0.47500000000000003
south,1,6,8581,Flow path,0.30000000000000004,0.35000000000000003,0.325
south,6,18,18273,Flow path,0.9,0.9500000000000001,0.925
south,1,19,16572,Flow path,0.9500000000000001,1,0.9750000000000001
south,3,1,8329,Flow path,0.05,0.1,0.07500000000000001
south,4,5,5675,Flow path,0.25,0.30000000000000004,0.275
south,5,10,11914,Flow path,0.5,0.55,0.525
south,6,17,11108,Flow path,0.8500000000000001,0.9,0.875
north,4,16,64881,Flow path,0.8,0.8500000000000001,0.8250000000000001
north,1,3,83175,Flow path,0.15000000000000002,0.2,0.17500000000000002
north,2,16,68226,Flow path,0.8,0.8500000000000001,0.8250000000000001
north,1,2,119782,Flow path,0.1,0.15000000000000002,0.125
south,1,5,8118,Flow path,0.25,0.30000000000000004,0.275
south,4,17,7483,Flow path,0.8500000000000001,0.9,0.875
south,4,18,12245,Flow path,0.9,0.9500000000000001,0.925
north,1,6,56290,Flow path,0.30000000000000004,0.35000000000000003,0.325
north,2,17,82192,Flow path,0.8500000000000001,0.9,0.875
north,2,8,57356,Flow path,0.4,0.45,0.42500000000000004
north,2,18,109271,Flow path,0.9,0.9500000000000001,0.925
north,1,4,70444,Flow path,0.2,0.25,0.225
west,1,1,4391,Flow path,0.05,0.1,0.07500000000000001
west,2,16,5990,Flow path,0.8,0.8500000000000001,0.8250000000000001
west,3,19,178730,Flow path,0.9500000000000001,1,0.9750000000000001
west,4,19,260343,Flow path,0.9500000000000001,1,0.9750000000000001
west,5,19,331667,Flow path,0.9500000000000001,1,0.9750000000000001
west,6,19,411901,Flow path,0.9500000000000001,1,0.9750000000000001
west,7,19,514443,Flow path,0.9500000000000001,1,0.9750000000000001
west,8,19,614993,Flow path,0.9500000000000001,1,0.9750000000000001
north,3,0,4500,Flow path,0,0.05,0.025
north,4,0,4500,Flow path,0,0.05,0.025
north,5,0,4500,Flow path,0,0.05,0.025
north,6,0,4500,Flow path,0,0.05,0.025
north,7,0,4500,Flow path,0,0.05,0.025
north,8,0,4500,Flow path,0,0.05,0.025
west,1,0,485063,Flow path,0,0.05,0.025
west,2,0,396280,Flow path,0,0.05,0.025
west,3,0,243211,Flow path,0,0.05,0.025
west,4,0,176408,Flow path,0,0.05,0.025
west,5,8,20794,Flow path,0.4,0.45,0.42500000000000004
west,5,0,139894,Flow path,0,0.05,0.025
west,6,0,111896,Flow path,0,0.05,0.025
west,7,12,2707,Flow path,0.6000000000000001,0.65,0.625
west,4,1,36221,Flow path,0.05,0.1,0.07500000000000001
west,5,5,7100,Flow path,0.25,0.30000000000000004,0.275
west,6,17,16900,Flow path,0.8500000000000001,0.9,0.875
north,6,16,49409,Flow path,0.8,0.8500000000000001,0.8250000000000001
north,5,10,74440,Flow path,0.5,0.55,0.525
north,6,17,60031,Flow path,0.8500000000000001,0.9,0.875
north,5,15,28547,Flow path,0.75,0.8,0.775
west,5,2,1392,Flow path,0.1,0.15000000000000002,0.125
west,6,15,9625,Flow path,0.75,0.8,0.775
north,4,7,34872,Flow path,0.35000000000000003,0.4,0.375
north,5,12,27725,Flow path,0.6000000000000001,0.65,0.625
west,3,1,71897,Flow path,0.05,0.1,0.07500000000000001
west,4,6,20754,Flow path,0.30000000000000004,0.35000000000000003,0.325
north,4,9,33958,Flow path,0.45,0.5,0.47500000000000003
north,5,14,25994,Flow path,0.7000000000000001,0.75,0.7250000000000001
north,4,13,42170,Flow path,0.65,0.7000000000000001,0.675
north,2,3,123462,Flow path,0.15000000000000002,0.2,0.17500000000000002
north,3,6,58749,Flow path,0.30000000000000004,0.35000000000000003,0.325
north,5,18,60962,Flow path,0.9,0.9500000000000001,0.925
north,1,17,22592,Flow path,0.8500000000000001,0.9,0.875
north,3,7,55635,Flow path,0.35000000000000003,0.4,0.375
north,5,16,32924,Flow path,0.8,0.8500000000000001,0.8250000000000001
south,1,3,9334,Flow path,0.15000000000000002,0.2,0.17500000000000002
south,2,18,15211,Flow path,0.9,0.9500000000000001,0.925
south,8,9,489,Flow path,0.45,0.5,0.47500000000000003
west,5,18,5779,Flow path,0.9,0.9500000000000001,0.925
south,4,3,9466,Flow path,0.15000000000000002,0.2,0.17500000000000002
south,5,18,24835,Flow path,0.9,0.9500000000000001,0.925
south,1,9,8303,Flow path,0.45,0.5,0.47500000000000003
south,4,14,4363,Flow path,0.7000000000000001,0.75,0.7250000000000001
south,2,5,11805,Flow path,0.25,0.30000000000000004,0.275
south,3,10,3866,Flow path,0.5,0.55,0.525
west,3,11,3063,Flow path,0.55,0.6000000000000001,0.5750000000000001
west,1,4,9944,Flow path,0.2,0.25,0.225
west,2,19,105974,Flow path,0.9500000000000001,1,0.9750000000000001
north,1,16,25990,Flow path,0.8,0.8500000000000001,0.8250000000000001
north,1,14,32280,Flow path,0.7000000000000001,0.75,0.7250000000000001
north,3,15,77190,Flow path,0.75,0.8,0.775
north,1,11,32453,Flow path,0.55,0.6000000000000001,0.5750000000000001
west,1,2,7252,Flow path,0.1,0.15000000000000002,0.125
west,1,8,4245,Flow path,0.4,0.45,0.42500000000000004
west,2,5,8222,Flow path,0.25,0.30000000000000004,0.275
west,3,16,9945,Flow path,0.8,0.8500000000000001,0.8250000000000001
west,1,19,16220,Flow path,0.9500000000000001,1,0.9750000000000001
west,1,17,6150,Flow path,0.8500000000000001,0.9,0.875
south,5,3,4673,Flow path,0.15000000000000002,0.2,0.17500000000000002
south,2,13,8850,Flow path,0.65,0.7000000000000001,0.675
south,4,4,6597,Flow path,0.2,0.25,0.225
south,6,2,2377,Flow path,0.1,0.15000000000000002,0.125
south,7,16,3594,Flow path,0.8,0.8500000000000001,0.8250000000000001
south,4,7,5361,Flow path,0.35000000000000003,0.4,0.375
west,1,18,7463,Flow path,0.9,0.9500000000000001,0.925
north,1,8,44248,Flow path,0.4,0.45,0.42500000000000004
south,2,3,12242,Flow path,0.15000000000000002,0.2,0.17500000000000002
south,3,6,3663,Flow path,0.30000000000000004,0.35000000000000003,0.325
west,2,10,3492,Flow path,0.5,0.55,0.525
north,1,12,31442,Flow path,0.6000000000000001,0.65,0.625
north,1,7,49499,Flow path,0.35000000000000003,0.4,0.375
north,1,15,27782,Flow path,0.75,0.8,0.775
south,1,8,8981,Flow path,0.4,0.45,0.42500000000000004
north,4,8,32062,Flow path,0.4,0.45,0.42500000000000004
west,4,3,20476,Flow path,0.15000000000000002,0.2,0.17500000000000002
west,5,11,21530,Flow path,0.55,0.6000000000000001,0.5750000000000001
south,2,15,10150,Flow path,0.75,0.8,0.775
west,2,8,4975,Flow path,0.4,0.45,0.42500000000000004
west,3,14,5577,Flow path,0.7000000000000001,0.75,0.7250000000000001
west,2,14,4048,Flow path,0.7000000000000001,0.75,0.7250000000000001
west,3,18,11642,Flow path,0.9,0.9500000000000001,0.925
west,2,7,6964,Flow path,0.35000000000000003,0.4,0.375
west,2,4,9402,Flow path,0.2,0.25,0.225
west,2,6,7172,Flow path,0.30000000000000004,0.35000000000000003,0.325
west,2,17,7568,Flow path,0.8500000000000001,0.9,0.875
west,1,3,9103,Flow path,0.15000000000000002,0.2,0.17500000000000002
west,5,9,21514,Flow path,0.45,0.5,0.47500000000000003
west,3,13,4119,Flow path,0.65,0.7000000000000001,0.675
west,2,18,10879,Flow path,0.9,0.9500000000000001,0.925
west,2,3,9088,Flow path,0.15000000000000002,0.2,0.17500000000000002
west,2,15,4593,Flow path,0.75,0.8,0.775
west,1,13,6368,Flow path,0.65,0.7000000000000001,0.675
west,1,12,6235,Flow path,0.6000000000000001,0.65,0.625
west,1,11,5705,Flow path,0.55,0.6000000000000001,0.5750000000000001
west,1,10,4993,Flow path,0.5,0.55,0.525
south,1,1,38542,Flow path,0.05,0.1,0.07500000000000001
south,2,14,9142,Flow path,0.7000000000000001,0.75,0.7250000000000001
south,5,17,17142,Flow path,0.8500000000000001,0.9,0.875
west,3,17,12617,Flow path,0.8500000000000001,0.9,0.875
north,1,13,31987,Flow path,0.65,0.7000000000000001,0.675
south,5,2,5331,Flow path,0.1,0.15000000000000002,0.125
south,5,8,9394,Flow path,0.4,0.45,0.42500000000000004
south,5,11,16408,Flow path,0.55,0.6000000000000001,0.5750000000000001
south,1,13,4440,Flow path,0.65,0.7000000000000001,0.675
south,1,2,21312,Flow path,0.1,0.15000000000000002,0.125
south,2,17,11324,Flow path,0.8500000000000001,0.9,0.875
south,3,16,7712,Flow path,0.8,0.8500000000000001,0.8250000000000001
south,3,13,6336,Flow path,0.65,0.7000000000000001,0.675
south,4,15,4457,Flow path,0.75,0.8,0.775
west,4,16,5814,Flow path,0.8,0.8500000000000001,0.8250000000000001
west,6,3,1288,Flow path,0.15000000000000002,0.2,0.17500000000000002
west,7,18,2517,Flow path,0.9,0.9500000000000001,0.925
south,4,10,4622,Flow path,0.5,0.55,0.525
south,4,16,5486,Flow path,0.8,0.8500000000000001,0.8250000000000001
west,1,5,9021,Flow path,0.25,0.30000000000000004,0.275
west,1,6,7565,Flow path,0.30000000000000004,0.35000000000000003,0.325
south,2,16,9940,Flow path,0.8,0.8500000000000001,0.8250000000000001
south,3,14,6826,Flow path,0.7000000000000001,0.75,0.7250000000000001
south,5,15,16549,Flow path,0.75,0.8,0.775
south,2,10,8022,Flow path,0.5,0.55,0.525
south,2,1,9094,Flow path,0.05,0.1,0.07500000000000001
south,3,3,4182,Flow path,0.15000000000000002,0.2,0.17500000000000002
south,5,16,13473,Flow path,0.8,0.8500000000000001,0.8250000000000001
west,2,9,4896,Flow path,0.45,0.5,0.47500000000000003
west,5,10,22223,Flow path,0.5,0.55,0.525
west,6,18,25734,Flow path,0.9,0.9500000000000001,0.925
west,2,2,9604,Flow path,0.1,0.15000000000000002,0.125
west,3,9,2658,Flow path,0.45,0.5,0.47500000000000003
west,3,4,4942,Flow path,0.2,0.25,0.225
west,5,6,8866,Flow path,0.30000000000000004,0.35000000000000003,0.325
west,4,17,6490,Flow path,0.8500000000000001,0.9,0.875
west,6,1,916,Flow path,0.05,0.1,0.07500000000000001
west,7,14,2544,Flow path,0.7000000000000001,0.75,0.7250000000000001
west,7,0,45510,Flow path,0,0.05,0.025
west,8,0,2500,Flow path,0,0.05,0.025
west,3,10,3046,Flow path,0.5,0.55,0.525
north,1,10,34609,Flow path,0.5,0.55,0.525
west,7,15,1160,Flow path,0.75,0.8,0.775
west,6,6,1202,Flow path,0.30000000000000004,0.35000000000000003,0.325
west,6,16,12196,Flow path,0.8,0.8500000000000001,0.8250000000000001
west,6,5,934,Flow path,0.25,0.30000000000000004,0.275
west,3,12,2954,Flow path,0.6000000000000001,0.65,0.625
west,2,12,2719,Flow path,0.6000000000000001,0.65,0.625
west,2,13,3232,Flow path,0.65,0.7000000000000001,0.675
west,4,18,7865,Flow path,0.9,0.9500000000000001,0.925
west,1,9,4651,Flow path,0.45,0.5,0.47500000000000003
west,1,15,5718,Flow path,0.75,0.8,0.775
west,4,15,5367,Flow path,0.75,0.8,0.775
west,4,8,1447,Flow path,0.4,0.45,0.42500000000000004
west,5,15,1863,Flow path,0.75,0.8,0.775
west,2,1,10342,Flow path,0.05,0.1,0.07500000000000001
west,3,6,2750,Flow path,0.30000000000000004,0.35000000000000003,0.325
west,1,16,5463,Flow path,0.8,0.8500000000000001,0.8250000000000001
west,3,2,39955,Flow path,0.1,0.15000000000000002,0.125
west,5,12,3233,Flow path,0.6000000000000001,0.65,0.625
west,1,14,6500,Flow path,0.7000000000000001,0.75,0.7250000000000001
west,4,14,4321,Flow path,0.7000000000000001,0.75,0.7250000000000001
west,3,5,3814,Flow path,0.25,0.30000000000000004,0.275
west,1,7,5950,Flow path,0.35000000000000003,0.4,0.375
west,3,15,7693,Flow path,0.75,0.8,0.775
south,3,2,8418,Flow path,0.1,0.15000000000000002,0.125
south,4,13,4694,Flow path,0.65,0.7000000000000001,0.675
south,3,7,4140,Flow path,0.35000000000000003,0.4,0.375
south,2,2,12015,Flow path,0.1,0.15000000000000002,0.125
south,3,9,4196,Flow path,0.45,0.5,0.47500000000000003
south,2,12,8335,Flow path,0.6000000000000001,0.65,0.625
south,3,18,14408,Flow path,0.9,0.9500000000000001,0.925
south,1,18,3565,Flow path,0.9,0.9500000000000001,0.925
south,1,17,2686,Flow path,0.8500000000000001,0.9,0.875
south,1,11,5414,Flow path,0.55,0.6000000000000001,0.5750000000000001
south,5,14,15338,Flow path,0.7000000000000001,0.75,0.7250000000000001
south,6,8,2644,Flow path,0.4,0.45,0.42500000000000004
south,2,11,8125,Flow path,0.55,0.6000000000000001,0.5750000000000001
south,1,4,7735,Flow path,0.2,0.25,0.225
south,2,8,8752,Flow path,0.4,0.45,0.42500000000000004
south,7,6,348,Flow path,0.30000000000000004,0.35000000000000003,0.325
south,6,7,3175,Flow path,0.35000000000000003,0.4,0.375
south,2,6,10895,Flow path,0.30000000000000004,0.35000000000000003,0.325
south,4,6,5111,Flow path,0.30000000000000004,0.35000000000000003,0.325
south,8,17,1115,Flow path,0.8500000000000001,0.9,0.875
south,4,8,4453,Flow path,0.4,0.45,0.42500000000000004
south,1,14,3436,Flow path,0.7000000000000001,0.75,0.7250000000000001
south,2,4,11997,Flow path,0.2,0.25,0.225
south,3,8,4525,Flow path,0.4,0.45,0.42500000000000004
south,1,12,4654,Flow path,0.6000000000000001,0.65,0.625
south,1,15,3094,Flow path,0.75,0.8,0.775
south,7,11,1642,Flow path,0.55,0.6000000000000001,0.5750000000000001
south,8,18,2832,Flow path,0.9,0.9500000000000001,0.925
south,6,13,4573,Flow path,0.65,0.7000000000000001,0.675
west,7,17,1850,Flow path,0.8500000000000001,0.9,0.875
west,4,2,7244,Flow path,0.1,0.15000000000000002,0.125
west,4,11,2898,Flow path,0.55,0.6000000000000001,0.5750000000000001
west,6,11,1141,Flow path,0.55,0.6000000000000001,0.5750000000000001
south,3,4,2697,Flow path,0.2,0.25,0.225
south,1,16,2763,Flow path,0.8,0.8500000000000001,0.8250000000000001
south,3,12,5017,Flow path,0.6000000000000001,0.65,0.625
south,4,11,4468,Flow path,0.55,0.6000000000000001,0.5750000000000001
south,5,1,5037,Flow path,0.05,0.1,0.07500000000000001
south,7,18,2399,Flow path,0.9,0.9500000000000001,0.925
south,4,12,4247,Flow path,0.6000000000000001,0.65,0.625
south,8,7,461,Flow path,0.35000000000000003,0.4,0.375
south,4,9,4556,Flow path,0.45,0.5,0.47500000000000003
west,3,8,2450,Flow path,0.4,0.45,0.42500000000000004
south,6,6,3301,Flow path,0.30000000000000004,0.35000000000000003,0.325
south,6,15,6907,Flow path,0.75,0.8,0.775
north,6,11,15631,Flow path,0.55,0.6000000000000001,0.5750000000000001
north,6,14,24635,Flow path,0.7000000000000001,0.75,0.7250000000000001
south,6,4,2799,Flow path,0.2,0.25,0.225
south,5,12,14584,Flow path,0.6000000000000001,0.65,0.625
south,6,10,3507,Flow path,0.5,0.55,0.525
south,6,16,8204,Flow path,0.8,0.8500000000000001,0.8250000000000001
west,7,7,3214,Flow path,0.35000000000000003,0.4,0.375
west,6,13,6757,Flow path,0.65,0.7000000000000001,0.675
north,6,12,18923,Flow path,0.6000000000000001,0.65,0.625
north,6,13,26879,Flow path,0.65,0.7000000000000001,0.675
west,6,12,4490,Flow path,0.6000000000000001,0.65,0.625
south,6,14,4771,Flow path,0.7000000000000001,0.75,0.7250000000000001
south,7,14,2270,Flow path,0.7000000000000001,0.75,0.7250000000000001
west,2,11,2560,Flow path,0.55,0.6000000000000001,0.5750000000000001
south,5,5,5677,Flow path,0.25,0.30000000000000004,0.275
west,6,2,1211,Flow path,0.1,0.15000000000000002,0.125
west,7,13,3038,Flow path,0.65,0.7000000000000001,0.675
west,6,14,7207,Flow path,0.7000000000000001,0.75,0.7250000000000001
west,4,7,1181,Flow path,0.35000000000000003,0.4,0.375
west,7,11,3435,Flow path,0.55,0.6000000000000001,0.5750000000000001
west,6,10,852,Flow path,0.5,0.55,0.525
west,6,7,979,Flow path,0.35000000000000003,0.4,0.375
west,6,4,1132,Flow path,0.2,0.25,0.225
west,6,9,753,Flow path,0.45,0.5,0.47500000000000003
west,5,4,3959,Flow path,0.2,0.25,0.225
west,5,16,1635,Flow path,0.8,0.8500000000000001,0.8250000000000001
west,3,7,2519,Flow path,0.35000000000000003,0.4,0.375
west,5,14,1938,Flow path,0.7000000000000001,0.75,0.7250000000000001
west,5,17,2858,Flow path,0.8500000000000001,0.9,0.875
south,3,11,4357,Flow path,0.55,0.6000000000000001,0.5750000000000001
south,7,2,305,Flow path,0.1,0.15000000000000002,0.125
south,7,17,2991,Flow path,0.8500000000000001,0.9,0.875
south,6,1,1014,Flow path,0.05,0.1,0.07500000000000001
south,7,9,721,Flow path,0.45,0.5,0.47500000000000003
south,8,16,1035,Flow path,0.8,0.8500000000000001,0.8250000000000001
west,7,10,4256,Flow path,0.5,0.55,0.525
west,4,13,3692,Flow path,0.65,0.7000000000000001,0.675
west,5,13,2460,Flow path,0.65,0.7000000000000001,0.675
south,8,15,1067,Flow path,0.75,0.8,0.775
south,8,3,3271,Flow path,0.15000000000000002,0.2,0.17500000000000002
south,3,5,2775,Flow path,0.25,0.30000000000000004,0.275
south,5,6,6773,Flow path,0.30000000000000004,0.35000000000000003,0.325
north,4,4,263690,Flow path,0.2,0.25,0.225
north,4,3,283175,Flow path,0.15000000000000002,0.2,0.17500000000000002
west,4,4,24790,Flow path,0.2,0.25,0.225
west,4,5,23901,Flow path,0.25,0.30000000000000004,0.275
west,4,12,3790,Flow path,0.6000000000000001,0.65,0.625
west,3,3,4418,Flow path,0.15000000000000002,0.2,0.17500000000000002
south,7,13,2175,Flow path,0.65,0.7000000000000001,0.675
south,7,10,1077,Flow path,0.5,0.55,0.525
south,8,4,2287,Flow path,0.2,0.25,0.225
south,7,7,419,Flow path,0.35000000000000003,0.4,0.375
south,8,2,2162,Flow path,0.1,0.15000000000000002,0.125
south,6,12,3838,Flow path,0.6000000000000001,0.65,0.625
north,5,7,105148,Flow path,0.35000000000000003,0.4,0.375
south,7,12,1771,Flow path,0.6000000000000001,0.65,0.625
west,5,7,16433,Flow path,0.35000000000000003,0.4,0.375
west,7,8,6613,Flow path,0.4,0.45,0.42500000000000004
north,5,8,115211,Flow path,0.4,0.45,0.42500000000000004
west,4,9,2236,Flow path,0.45,0.5,0.47500000000000003
west,4,10,2762,Flow path,0.5,0.55,0.525
south,7,1,298,Flow path,0.05,0.1,0.07500000000000001
south,8,14,917,Flow path,0.7000000000000001,0.75,0.7250000000000001
south,8,1,2072,Flow path,0.05,0.1,0.07500000000000001
west,7,4,3059,Flow path,0.2,0.25,0.225
west,7,16,1218,Flow path,0.8,0.8500000000000001,0.8250000000000001
south,8,10,520,Flow path,0.5,0.55,0.525
west,5,3,2405,Flow path,0.15000000000000002,0.2,0.17500000000000002
north,5,6,76566,Flow path,0.30000000000000004,0.35000000000000003,0.325
north,6,10,8075,Flow path,0.5,0.55,0.525
west,7,6,4358,Flow path,0.30000000000000004,0.35000000000000003,0.325
west,7,9,5120,Flow path,0.45,0.5,0.47500000000000003
west,5,1,457,Flow path,0.05,0.1,0.07500000000000001
west,6,8,886,Flow path,0.4,0.45,0.42500000000000004
south,7,4,283,Flow path,0.2,0.25,0.225
south,8,11,486,Flow path,0.55,0.6000000000000001,0.5750000000000001
south,7,8,487,Flow path,0.4,0.45,0.42500000000000004
west,7,5,3938,Flow path,0.25,0.30000000000000004,0.275
south,7,5,375,Flow path,0.25,0.30000000000000004,0.275
north,7,18,1649,Flow path,0.9,0.9500000000000001,0.925
west,7,3,2660,Flow path,0.15000000000000002,0.2,0.17500000000000002
west,7,2,2994,Flow path,0.1,0.15000000000000002,0.125
south,8,13,623,Flow path,0.65,0.7000000000000001,0.675
