wwtp,fate_process,node_id,n,mean_loss_percent,median_loss_percent,q05_loss_percent,q25_loss_percent,q75_loss_percent,q95_loss_percent,model_version
North,Settling / Resuspension,S-MH20008299.1,500,22.664976019386767,20.51540328379565,19.23839325307903,19.81506961122458,26.050362319726005,29.380555508579473,Daily-averaged
North,Settling / Resuspension,S-MH20008300.2,500,17.461217289015536,18.845528611593892,12.61734466253239,14.501877391945364,20.081957951724455,20.766052371842928,Daily-averaged
North,Settling / Resuspension,S-MH20008301.1,500,23.27452679870525,20.52588440029696,19.245854250329714,19.83773990423903,27.75176183683961,31.328269612149676,Daily-averaged
North,Settling / Resuspension,S-MH20008303.1,500,17.44512322480049,18.819771874249824,12.61734466253239,14.501877391945364,20.03777624925674,20.755902475229036,Daily-averaged
North,Settling / Resuspension,S-MH20008312.1,500,17.128084388160932,17.753340348063738,12.61734466253239,14.501877391945364,19.682178278153955,20.590086843801622,Daily-averaged
North,Settling / Resuspension,S-MH20008314.1,500,9.434622015977306,9.449571769168136,8.16872736603986,8.879535594100565,10.034640853348172,10.639724487864111,Daily-averaged
North,Settling / Resuspension,S-MH20008319.1,500,9.434622015977306,9.449571769168136,8.16872736603986,8.879535594100565,10.034640853348172,10.639724487864111,Daily-averaged
North,Settling / Resuspension,S-MH20008324.1,500,17.128084388160932,17.753340348063738,12.61734466253239,14.501877391945364,19.682178278153955,20.590086843801622,Daily-averaged
North,Settling / Resuspension,S-MH20008326.1,500,58.773695356408545,58.87375143572147,50.3260720879209,55.48303036469577,62.75741937544187,66.40397991914013,Daily-averaged
North,Settling / Resuspension,S-MH20008343.1,500,12.640766044948103,12.596997370450902,10.701236723075073,11.670013389024595,13.633462160509819,14.705028626063918,Daily-averaged
North,Settling / Resuspension,S-MH20008344.1,500,12.658694270228498,12.600499209890003,10.701293109291255,11.68832843538679,13.65138657537508,14.735846787990535,Daily-averaged
North,Settling / Resuspension,S-MH20008347.1,500,25.671448699049233,27.369497672896017,18.66966256688212,19.380529976795444,30.042160123690028,31.57279499480279,Daily-averaged
