simulation,location,sample_fraction,effective_surveillance_coverage_percent
339,North,Liquid,31.099486450151616
339,South,Total,83.45107214329872
339,South,Solids,51.22903913340796
339,South,Liquid,32.16518843440554
339,West,Total,78.79177083963835
339,West,Solids,47.22847244067401
339,West,Liquid,32.09876868525577
340,North,Total,82.21256250577655
340,North,Solids,41.60508333086763
340,North,Liquid,39.66574095495582
340,South,Total,89.06750238346825
340,South,Solids,48.52589205633907
340,South,Liquid,40.09945491224795
340,West,Total,85.5893334172322
340,West,Solids,44.959662925323705
340,West,Liquid,39.92487779200384
341,North,Total,78.20841872760185
341,North,Solids,41.33906939675147
341,North,Liquid,38.8923263409554
341,South,Total,86.95650753829891
341,South,Solids,48.079031023986765
341,South,Liquid,39.58860577594507
341,West,Total,82.52148101377675
341,West,Solids,44.568673387231954
341,West,Liquid,39.39689555801881
342,North,Total,83.40812689142598
342,North,Solids,37.07442746565251
342,North,Liquid,47.198100490504174
342,South,Total,90.246041252744
342,South,Solids,43.10792690903941
342,South,Liquid,47.55135715482377
342,West,Total,86.63578643084793
342,West,Solids,39.953740418080876
342,West,Liquid,47.32802250750693
343,North,Total,76.33960774171325
343,North,Solids,47.21743095471944
343,North,Liquid,29.55700049238524
343,South,Total,85.45815213339549
343,South,Solids,55.121458092856734
343,South,Liquid,30.377135954926064
343,West,Total,81.06665727408819
343,West,Solids,51.067055305474774
343,West,Liquid,30.27883211830368
344,North,Total,84.48981914201063
344,North,Solids,43.73797842247637
344,North,Liquid,37.772200169170354
344,South,Total,90.52906466057895
344,South,Solids,51.01338708535843
344,South,Liquid,38.074342982401355
344,West,Total,87.25610228158264
344,West,Solids,47.19104093884755
344,West,Liquid,37.84092824556487
345,North,Total,81.87900215955293
345,North,Solids,35.00662001206526
345,North,Liquid,47.37076183185769
345,South,Total,88.53336686072603
345,South,Solids,40.63615240964921
345,South,Liquid,48.0999100085006
345,West,Total,85.197344060808
345,West,Solids,37.64555164691373
345,West,Liquid,47.92304920255366
346,North,Total,85.03997989824741
346,North,Solids,24.203490556871603
346,North,Liquid,63.21218850371497
346,South,Total,90.76168702663657
346,South,Solids,28.30512215969609
346,South,Liquid,63.65736913807076
346,West,Total,87.65512138285946
346,West,Solids,26.178692812107947
346,West,Liquid,63.260881811081305
347,North,Total,78.44631411683568
347,North,Solids,28.92110779572495
347,North,Liquid,50.92144250411083
347,South,Total,85.68236402755642
347,South,Solids,33.33193397753839
347,South,Liquid,52.37906799151051
347,West,Total,82.25562553600847
347,West,Solids,30.933778375038578
347,West,Liquid,52.26369458463031
348,North,Total,77.1283925847537
348,North,Solids,43.55658234421105
348,North,Liquid,34.17501569299663
348,South,Total,85.31661831317533
348,South,Solids,50.34091552466856
348,South,Liquid,35.08767634053393
348,West,Total,81.4349489173271
348,West,Solids,46.86822756523856
348,West,Liquid,34.97750826668757
349,North,Total,78.6304438146771
349,North,Solids,27.962309562988985
349,North,Liquid,55.855743286986005
349,South,Total,87.28288439958065
349,South,Solids,32.684404673706624
349,South,Liquid,56.69573979485391
349,West,Total,82.94836737298328
349,West,Solids,30.270534998437338
349,West,Liquid,56.430706734161426
350,North,Total,65.85953541361513
350,North,Solids,34.080635093834474
350,North,Liquid,29.786699209035277
350,South,Total,74.87616163556808
350,South,Solids,39.80029026484866
350,South,Liquid,32.1679660973259
350,West,Total,71.53890989172311
350,West,Solids,36.86708477475902
350,West,Liquid,32.600863374407886
351,North,Total,79.22196749352395
351,North,Solids,39.913277796660765
351,North,Liquid,41.14076190725532
351,South,Total,87.30018433294853
351,South,Solids,46.375702295440924
351,South,Liquid,41.72761361014407
351,West,Total,83.14740226250031
351,West,Solids,42.98679524177028
351,West,Liquid,41.526611168464306
352,North,Total,77.89276108752428
352,North,Solids,44.37122611239494
352,North,Liquid,34.505434169366495
352,South,Total,86.56209665683446
352,South,Solids,51.59369028628553
352,South,Liquid,35.247016183947174
352,West,Total,82.35559010990812
352,West,Solids,47.89417994503757
352,West,Liquid,35.15181983137271
353,North,Total,80.30179793430942
353,North,Solids,32.11261614519568
353,North,Liquid,49.1271845711658
353,South,Total,87.00879876298931
353,South,Solids,37.094922648432906
353,South,Liquid,50.194917767566935
353,West,Total,83.83710766978332
353,West,Solids,34.49103450338934
353,West,Liquid,50.01699926236572
354,North,Total,74.44603678529549
354,North,Solids,39.12004678997404
354,North,Liquid,36.13147998862476
354,South,Total,83.94248767412606
354,South,Solids,45.148627288464844
354,South,Liquid,37.586697400058945
354,West,Total,79.25026877280908
354,West,Solids,41.945344968095704
354,West,Liquid,37.549672195650224
355,North,Total,78.56956624673464
355,North,Solids,36.0059831946741
355,North,Liquid,46.05161963437035
355,South,Total,87.25968084239504
355,South,Solids,42.21201838169339
355,South,Liquid,46.63346285203202
355,West,Total,82.93651309189575
355,West,Solids,39.051436164793024
355,West,Liquid,46.49252081928999
356,North,Total,84.90976590594653
356,North,Solids,46.58556623137095
356,North,Liquid,34.98691483285775
356,South,Total,91.00871242412445
356,South,Solids,54.111202283756874
356,South,Liquid,35.15888809908089
356,West,Total,87.75385664299546
356,West,Solids,50.2022406917694
356,West,Liquid,35.007016767015884
357,North,Total,82.79745666042076
357,North,Solids,34.682922946683895
357,North,Liquid,51.04137654596542
357,South,Total,90.23533187154116
357,South,Solids,40.384877605734
357,South,Liquid,51.298375168655596
357,West,Total,86.27631104390898
357,West,Solids,37.408370814714054
357,West,Liquid,51.06364639193595
358,North,Total,83.99004429667411
358,North,Solids,24.0205717295918
358,North,Liquid,63.50745965781598
358,South,Total,90.43067909224463
358,South,Solids,28.189003274296248
358,South,Liquid,63.97814989853029
358,West,Total,87.00913043874188
358,West,Solids,25.978281487922168
358,West,Liquid,63.72104045331384
359,North,Total,86.69676486287263
359,North,Solids,21.540458812609906
359,North,Liquid,66.83043908726307
359,South,Total,91.66871602257835
359,South,Solids,25.19415816628473
359,South,Liquid,67.30822344987698
359,West,Total,88.9720787294501
359,West,Solids,23.300739803505717
359,West,Liquid,66.92667995075479
360,North,Total,75.23395169668625
360,North,Solids,39.482761169174545
360,North,Liquid,36.18976874341552
360,South,Total,83.4725716480901
360,South,Solids,45.686381741494756
360,South,Liquid,37.54196544535306
360,West,Total,79.73384967659496
360,West,Solids,42.433981795776695
360,West,Liquid,37.53544779095891
361,North,Total,76.79159591905501
361,North,Solids,47.75591181157293
361,North,Liquid,33.032328163071504
361,South,Total,86.81880282946923
361,South,Solids,55.72304152383034
361,South,Liquid,33.18544932318609
361,West,Total,81.49088758668535
361,West,Solids,51.50818638960286
361,West,Liquid,33.059764164952256
362,North,Total,76.62756544981114
362,North,Solids,40.23009279273818
362,North,Liquid,40.91477191143222
362,South,Total,86.7162018073926
362,South,Solids,46.76455205756693
362,South,Liquid,41.58840451835623
362,West,Total,81.58279904548182
362,West,Solids,43.391454497825094
362,West,Liquid,41.42903878308273
363,North,Total,77.50687996143783
363,North,Solids,35.61459320644112
363,North,Liquid,45.714043845535826
363,South,Total,86.72994190282444
363,South,Solids,41.88122811751398
363,South,Liquid,46.4121656807303
363,West,Total,82.13740477297263
363,West,Solids,38.69494895786443
363,West,Liquid,46.21850060598417
364,North,Total,85.52368161571565
364,North,Solids,27.718567578269347
364,North,Liquid,58.71336540058781
364,South,Total,90.91999470312399
364,South,Solids,32.14593243502645
364,South,Liquid,59.2145889435159
364,West,Total,87.9926748884442
364,West,Solids,29.808420288819104
364,West,Liquid,58.86592433793195
365,North,Total,78.33964273638466
365,North,Solids,40.9652571870515
365,North,Liquid,40.14102315334845
365,South,Total,87.23599349646082
365,South,Solids,47.64442675232738
365,South,Liquid,40.728129937409456
365,West,Total,82.71303097677925
365,West,Solids,44.17268473237645
365,West,Liquid,40.57855230609247
366,North,Total,79.77464538192156
366,North,Solids,40.83617706473483
366,North,Liquid,40.80803300288845
366,South,Total,88.17915869466584
366,South,Solids,47.843804199198395
366,South,Liquid,41.20366148861913
366,West,Total,83.8812529711497
366,West,Solids,44.291853223391655
366,West,Liquid,40.95572869618914
367,North,Total,81.8416541665803
367,North,Solids,28.290244797456783
367,North,Liquid,58.76836783507514
367,South,Total,89.49427013362812
367,South,Solids,32.90058489710855
367,South,Liquid,59.14854887015859
367,West,Total,85.46042775639378
367,West,Solids,30.523217520692015
367,West,Liquid,58.81062755673595
368,North,Total,81.21449323650627
368,North,Solids,28.84072719748618
368,North,Liquid,52.857921866037486
368,South,Total,87.64483235037333
368,South,Solids,33.93379915025045
368,South,Liquid,53.880191516314014
368,West,Total,84.60541906851827
368,West,Solids,31.30152082537548
368,West,Liquid,53.65023543116864
369,North,Total,81.15700943284413
369,North,Solids,41.262411442800826
369,North,Liquid,43.468097611297765
369,South,Total,88.88604488036906
369,South,Solids,47.06034678779057
369,South,Liquid,43.7017575457143
369,West,Total,84.68048535878074
369,West,Solids,43.945041912860006
369,West,Liquid,43.4920440753348
370,North,Total,78.07085324279065
370,North,Solids,30.258386873646952
370,North,Liquid,54.555557860951154
370,South,Total,86.99340533671632
370,South,Solids,34.94344447797641
370,South,Liquid,55.18024371507677
370,West,Total,82.32156225658488
370,West,Solids,32.49682297979404
370,West,Liquid,54.82356355992224
371,North,Total,85.88452557830306
371,North,Solids,35.07910366025716
371,North,Liquid,48.43632221571282
371,South,Total,91.19291124020441
371,South,Solids,41.20704806770238
371,South,Liquid,48.81638645219432
371,West,Total,88.46054997785846
371,West,Solids,38.13622158785444
371,West,Liquid,48.56571964870719
372,North,Total,79.46907161834733
372,North,Solids,35.07333399990783
372,North,Liquid,48.356573806640505
372,South,Total,87.81843732554862
372,South,Solids,40.44388645212003
372,South,Liquid,49.02957627620452
372,West,Total,83.50796866004966
372,West,Solids,37.59777855906617
372,West,Liquid,48.87429482409785
373,North,Total,78.57698445981721
373,North,Solids,33.38501582616272
373,North,Liquid,46.863566226220016
373,South,Total,86.55160756270443
373,South,Solids,39.08023638651615
373,South,Liquid,47.91543003365473
373,West,Total,82.70873036859285
373,West,Solids,36.12123845698649
373,West,Liquid,47.75301538625767
374,North,Total,82.27426952675762
374,North,Solids,37.381614819725606
374,North,Liquid,47.36446814829377
374,South,Total,89.79417968189674
374,South,Solids,43.34319745360367
374,South,Liquid,47.66629409080643
374,West,Total,85.9143119565624
374,West,Solids,40.28426353137792
374,West,Liquid,47.48379063246752
375,North,Total,76.22304326144437
375,North,Solids,30.58712834750163
375,North,Liquid,49.03602883536195
375,South,Total,85.3905188877814
375,South,Solids,36.030161984896914
375,South,Liquid,50.230283723140666
375,West,Total,80.92109747695986
375,West,Solids,33.21509883750666
375,West,Liquid,50.07838018942989
376,North,Total,87.23905260584003
376,North,Solids,21.510538516253085
376,North,Liquid,67.54035419783212
376,South,Total,92.17308379672731
376,South,Solids,25.160351008016548
376,South,Liquid,67.92823545473368
376,West,Total,89.46814520412019
376,West,Solids,23.255071577039406
376,West,Liquid,67.58071474322908
377,North,Total,81.96802875425035
377,North,Solids,40.352818078878656
377,North,Liquid,41.187189518364356
377,South,Total,88.53367892555714
377,South,Solids,46.52987372774981
377,South,Liquid,41.835512318829906
377,West,Total,85.24741883817278
377,West,Solids,43.308805676865134
377,West,Liquid,41.62740987403338
378,North,Total,83.09290075850997
378,North,Solids,31.715632109544366
378,North,Liquid,53.898605479290715
378,South,Total,89.7948908992684
378,South,Solids,36.7034784647512
378,South,Liquid,54.326758682561085
378,West,Total,86.24868086557098
378,West,Solids,34.12813667466155
378,West,Liquid,53.99719607085432
379,North,Total,85.60459275463309
379,North,Solids,39.36974448910103
379,North,Liquid,43.48096057593589
379,South,Total,91.28773248127968
379,South,Solids,46.14835448762705
379,South,Liquid,43.744546973836144
379,West,Total,88.31092125898368
379,West,Solids,42.71483339844212
379,West,Liquid,43.53273615569629
380,North,Total,80.44317162055569
380,North,Solids,39.19707518436504
380,North,Liquid,43.19595369540187
380,South,Total,88.20687812370738
380,South,Solids,45.40095757914029
380,South,Liquid,43.695751855186785
380,West,Total,84.15801556140923
380,West,Solids,42.15336619472638
380,West,Liquid,43.45358419264369
381,North,Total,80.99563471376541
381,North,Solids,34.469848266079936
381,North,Liquid,49.293705483572374
381,South,Total,88.61242306982082
381,South,Solids,40.15091685190392
381,South,Liquid,49.77284798084207
381,West,Total,84.77996989053597
381,West,Solids,37.33274683681215
381,West,Liquid,49.46308616534141
382,North,Total,80.71417219893968
382,North,Solids,40.1498949699686
382,North,Liquid,43.035544591554505
382,South,Total,88.93683313245441
382,South,Solids,46.86944629485619
382,South,Liquid,43.29792525984901
382,West,Total,84.6400168433965
382,West,Solids,43.40298009798123
382,West,Liquid,43.090447886514596
383,North,Total,82.41270735242179
383,North,Solids,33.296206285390404
383,North,Liquid,52.87284669759139
383,South,Total,89.62631868064334
383,South,Solids,38.39584278325322
383,South,Liquid,53.168282080097306
383,West,Total,85.7315701655503
383,West,Solids,35.69456578434724
383,West,Liquid,52.9054718384061
384,North,Total,81.10214906404954
384,North,Solids,30.593950419355547
384,North,Liquid,52.88327301638207
384,South,Total,88.22699641363664
384,South,Solids,35.85041053954177
384,South,Liquid,53.50836665386005
384,West,Total,84.65342100572717
384,West,Solids,33.19797199337906
384,West,Liquid,53.21985557539593
385,North,Total,76.82312733864948
385,North,Solids,38.614443272415066
385,North,Liquid,42.62437516067622
385,South,Total,86.30684956154941
385,South,Solids,44.98845871386538
385,South,Liquid,43.234234996522474
385,West,Total,81.50925809887927
385,West,Solids,41.7282715360537
385,West,Liquid,43.02912812319698
386,North,Total,79.48529809605536
386,North,Solids,41.26741154138055
386,North,Liquid,41.30994176139636
386,South,Total,87.69539679977966
386,South,Solids,47.2138226481157
386,South,Liquid,41.84258472799077
386,West,Total,83.40065435082845
386,West,Solids,44.07559623592859
386,West,Liquid,41.62523115512908
387,North,Total,78.63029766569193
387,North,Solids,31.432562066852498
387,North,Liquid,48.30854033198816
387,South,Total,85.9226733558649
387,South,Solids,36.533282753656174
387,South,Liquid,49.56953938063479
387,West,Total,82.6203025758622
387,West,Solids,33.974066240131584
387,West,Liquid,49.36576175267922
388,North,Total,82.1780666908477
388,North,Solids,35.87871452275227
388,North,Liquid,46.67486017483975
388,South,Total,89.33831697425663
388,South,Solids,42.369142829246854
388,South,Liquid,47.141104185144236
388,West,Total,85.7215421389372
388,West,Solids,39.10720398375708
388,West,Liquid,46.88794052891045
389,North,Total,83.44039798583299
389,North,Solids,41.45104820917433
389,North,Liquid,41.62009653448042
389,South,Total,90.19780379491353
389,South,Solids,48.107433835602926
389,South,Liquid,41.910982153262054
389,West,Total,86.57269316156547
389,West,Solids,44.647206142018
389,West,Liquid,41.65161578545436
390,North,Total,79.9936938794227
390,North,Solids,46.02301824862585
390,North,Liquid,33.61611152924562
390,South,Total,88.52224858340271
390,South,Solids,54.482098838930646
390,South,Liquid,33.87011498600282
390,West,Total,84.1280315236283
390,West,Solids,50.193411237507625
390,West,Liquid,33.67387387544714
391,North,Total,77.65716761097546
391,North,Solids,47.33289570033963
391,North,Liquid,32.46590981792126
391,South,Total,87.2411964779204
391,South,Solids,55.61057915060387
391,South,Liquid,32.69218940919112
391,West,Total,82.20635895109749
391,West,Solids,51.305411385062904
391,West,Liquid,32.50596738946574
392,North,Total,79.31766686219713
392,North,Solids,40.55983256028032
392,North,Liquid,41.419452864672536
392,South,Total,87.89581295215343
392,South,Solids,47.38611729246224
392,South,Liquid,41.79098911509332
392,West,Total,83.43010699471466
392,West,Solids,43.85331005890244
392,West,Liquid,41.56238816455152
393,North,Total,84.18318150954954
393,North,Solids,24.44021185441613
393,North,Liquid,60.129994158148804
393,South,Total,89.58482601936953
393,South,Solids,28.816906451402307
393,South,Liquid,60.93944888959199
393,West,Total,86.82621697759004
393,West,Solids,26.522127280069874
393,West,Liquid,60.5907729566066
394,North,Total,80.72179360630598
394,North,Solids,36.940541690207375
394,North,Liquid,44.54264169126023
394,South,Total,87.93160538900423
394,South,Solids,43.037638362924845
394,South,Liquid,45.21785666572538
394,West,Total,84.4922955721383
394,West,Solids,39.99776012530229
394,West,Liquid,45.050863225975434
395,North,Total,83.2190672101989
395,North,Solids,42.10172263467093
395,North,Liquid,41.6928828876759
395,South,Total,89.94440209485829
395,South,Solids,48.26421389655744
395,South,Liquid,41.97302203245326
395,West,Total,86.39245450413924
395,West,Solids,45.045187352688586
395,West,Liquid,41.78515645220738
396,North,Total,86.17437603514395
396,North,Solids,37.073116718234274
396,North,Liquid,47.12461980333825
396,South,Total,91.3596772362656
396,South,Solids,42.901013864525325
396,South,Liquid,47.511818748043225
396,West,Total,88.53293485888251
396,West,Solids,39.81223032470554
396,West,Liquid,47.24065995047972
397,North,Total,77.87953485345432
397,North,Solids,51.6342067977802
397,North,Liquid,26.241078821043455
397,South,Total,86.48907008953579
397,South,Solids,59.63954769914248
397,South,Liquid,26.84857310275734
397,West,Total,82.25766470796343
397,West,Solids,55.49624829067162
397,West,Liquid,26.758502566394256
398,North,Total,73.37343594291758
398,North,Solids,38.575708013682004
398,North,Liquid,35.48794933576321
398,South,Total,82.6893763562519
398,South,Solids,45.02688124166917
398,South,Liquid,36.9571963592264
398,West,Total,78.54121308151194
398,West,Solids,41.82239419423877
398,West,Liquid,36.95184385602785
399,North,Total,82.63853617645877
399,North,Solids,36.40279939722657
399,North,Liquid,44.58618972662485
399,South,Total,88.56923846977747
399,South,Solids,42.60272650299745
399,South,Liquid,45.35448626330651
399,West,Total,85.6384680103649
399,West,Solids,39.3025979097262
399,West,Liquid,45.13498987029187
400,North,Total,84.54601854030076
400,North,Solids,32.66745502095532
400,North,Liquid,53.063889399482
400,South,Total,90.76049012008411
400,South,Solids,37.892548655064076
400,South,Liquid,53.44005136913867
400,West,Total,87.47047830859884
400,West,Solids,35.2211605611469
400,West,Liquid,53.122551408401165
401,North,Total,74.90818899728849
401,North,Solids,44.652995933028315
401,North,Liquid,31.661696711736028
401,South,Total,84.86264182925619
401,South,Solids,52.559155107871355
401,South,Liquid,32.530863538197664
401,West,Total,80.0076573505456
401,West,Solids,48.50224798910543
401,West,Liquid,32.44702778169677
402,North,Total,82.280671662072
402,North,Solids,34.67948602155368
402,North,Liquid,48.9708166166581
402,South,Total,89.14253634117057
402,South,Solids,40.17917544429913
402,South,Liquid,49.56480773214183
402,West,Total,85.72255757484777
402,West,Solids,37.38679756314925
402,West,Liquid,49.337436863358796
403,North,Total,80.52718394261198
403,North,Solids,43.61168724072741
403,North,Liquid,37.051002281256594
403,South,Total,87.88309113001577
403,South,Solids,50.41235664027168
403,South,Liquid,37.53345142242815
403,West,Total,84.16152680550219
403,West,Solids,46.90968106222492
403,West,Liquid,37.35326373711686
404,North,Total,78.04790933439259
404,North,Solids,35.95404394508098
404,North,Liquid,47.05179443219713
404,South,Total,87.27271778919854
404,South,Solids,42.138808936318505
404,South,Liquid,47.49218285513944
404,West,Total,82.4514925523943
404,West,Solids,38.926632027615184
404,West,Liquid,47.20854222695691
405,North,Total,80.21808519187594
405,North,Solids,42.061727572273185
405,North,Liquid,40.55385494673923
405,South,Total,88.45831056205965
405,South,Solids,48.66987376098017
405,South,Liquid,40.919024518447465
405,West,Total,83.99705180304619
405,West,Solids,45.1086535675269
405,West,Liquid,40.69402170045979
406,North,Total,79.4816253701544
406,North,Solids,48.94327098856026
406,North,Liquid,31.166716931499572
406,South,Total,88.08777241586004
406,South,Solids,56.93989623564024
406,South,Liquid,31.44439974769907
406,West,Total,83.42688256431778
406,West,Solids,52.650946761831364
406,West,Liquid,31.245972824352314
407,North,Total,82.94551247935765
407,North,Solids,40.73042442579202
407,North,Liquid,39.9881999601277
407,South,Total,88.92940144303728
407,South,Solids,47.44322590666032
407,South,Liquid,40.63010533219546
407,West,Total,86.04148484423068
407,West,Solids,43.98216038714243
407,West,Liquid,40.45185761694795
408,North,Total,78.04024068117639
408,North,Solids,43.08347715616514
408,North,Liquid,35.023521221858815
408,South,Total,86.20846156656519
408,South,Solids,50.43937454362326
408,South,Liquid,35.789343157133146
408,West,Total,82.30363815362342
408,West,Solids,46.722558684992705
408,West,Liquid,35.62733003433956
409,North,Total,78.88062358839923
409,North,Solids,35.23749302545661
409,North,Liquid,44.350255413662225
409,South,Total,85.97238279349982
409,South,Solids,40.509742149629105
409,South,Liquid,45.54097805256165
409,West,Total,82.60469928488513
409,West,Solids,37.703377336672325
409,West,Liquid,45.377857682345415
410,North,Total,79.44121554775751
410,North,Solids,40.24621343252316
410,North,Liquid,43.042148088726506
410,South,Total,88.02644686110128
410,South,Solids,46.31401410949345
410,South,Liquid,43.47865467970289
410,West,Total,83.3930728949396
410,West,Solids,43.04134309940771
410,West,Liquid,43.23800387976661
411,North,Total,80.10503880414004
411,North,Solids,32.91105604579474
411,North,Liquid,47.68185006289609
411,South,Total,86.73404218323451
411,South,Solids,38.14980924001463
411,South,Liquid,48.73600144127913
411,West,Total,83.62855495077662
411,West,Solids,35.432663370679414
411,West,Liquid,48.54446944070078
412,North,Total,77.1104741473891
412,North,Solids,44.56011548776549
412,North,Liquid,33.75419988701532
412,South,Total,85.81825084351826
412,South,Solids,51.31779637096561
412,South,Liquid,34.651964759364446
412,West,Total,81.53963217871122
412,West,Solids,47.79156140200762
412,West,Liquid,34.558365651106826
413,North,Total,77.38186978166829
413,North,Solids,39.545044809754515
413,North,Liquid,41.17123162397949
413,South,Total,86.64711887331424
413,South,Solids,46.32684644634967
413,South,Liquid,41.754300386938006
413,West,Total,81.9011958827264
413,West,Solids,42.801377973951595
413,West,Liquid,41.565286394334535
414,North,Total,85.1536371021413
414,North,Solids,17.413260389137868
414,North,Liquid,68.03217950482076
414,South,Total,89.51548552513695
414,South,Solids,20.453155717606684
414,South,Liquid,69.17757128922376
414,West,Total,87.55308730755907
414,West,Solids,18.8969974019295
414,West,Liquid,68.86757366403634
415,North,Total,84.08140994192327
415,North,Solids,21.341032439209894
415,North,Liquid,64.6567484925982
415,South,Total,89.6084060001469
415,South,Solids,24.87541192419736
415,South,Liquid,65.55303719849842
415,West,Total,86.89276766887228
415,West,Solids,23.054224659344314
415,West,Liquid,65.24577048847168
416,North,Total,78.56796621285086
416,North,Solids,35.582203969075024
416,North,Liquid,45.052944164087116
416,South,Total,86.72326853048905
416,South,Solids,41.30966716316539
416,South,Liquid,46.0078396462915
416,West,Total,82.57363004224268
416,West,Solids,38.24239862804124
416,West,Liquid,45.8018605585279
417,North,Total,85.3319319834534
417,North,Solids,35.5931149149318
417,North,Liquid,48.065696430753846
417,South,Total,90.7800143324574
417,South,Solids,41.4717787474229
417,South,Liquid,48.49835976302157
417,West,Total,87.93880125815161
417,West,Solids,38.4336710671381
417,West,Liquid,48.252505796956285
418,North,Total,84.55844570815917
418,North,Solids,48.28325835682815
418,North,Liquid,32.70660768899612
418,South,Total,90.61192941538017
418,South,Solids,55.88066172717879
418,South,Liquid,32.92896474102344
418,West,Total,87.27999259969388
418,West,Solids,51.80123037940299
418,West,Liquid,32.75422123875205
419,North,Total,78.62902090915921
419,North,Solids,46.13377316333065
419,North,Liquid,32.45850204850337
419,South,Total,86.65094060739091
419,South,Solids,53.48846245933614
419,South,Liquid,33.15151111212408
419,West,Total,82.67396930877895
419,West,Solids,49.606136132073615
419,West,Liquid,33.041452839406034
420,North,Total,77.75435312788144
420,North,Solids,45.968407770132465
420,North,Liquid,34.26348222485891
420,South,Total,87.42030052444372
420,South,Solids,54.14322122542894
420,South,Liquid,34.495355165998156
420,West,Total,82.44173823003227
420,West,Solids,49.97045801637236
420,West,Liquid,34.314091773601994
421,North,Total,81.38364680975138
421,North,Solids,44.78367906919918
421,North,Liquid,36.7853228912538
421,South,Total,89.05363659529137
421,South,Solids,52.07390780411695
421,South,Liquid,37.07031081292945
421,West,Total,85.07964449119565
421,West,Solids,48.34094784048345
421,West,Liquid,36.87676399188042
422,North,Total,82.14012576177412
422,North,Solids,30.741520962446355
422,North,Liquid,56.11274681870455
422,South,Total,89.8318077867679
422,South,Solids,35.883880427390125
422,South,Liquid,56.35944021914712
422,West,Total,85.75669628159066
422,West,Solids,33.194192897907584
422,West,Liquid,56.15181390078904
423,North,Total,85.96587684590635
423,North,Solids,28.357800750773453
423,North,Liquid,57.55435267795078
423,South,Total,91.08897594229745
423,South,Solids,32.91129792397723
423,South,Liquid,58.15333733731934
423,West,Total,88.52350116934794
423,West,Solids,30.55791833089851
423,West,Liquid,57.92569598424875
424,North,Total,77.19442064071058
424,North,Solids,26.12870988355929
424,North,Liquid,55.66286139413222
424,South,Total,86.1126942857083
424,South,Solids,30.19853630571903
424,South,Liquid,56.97568033214464
424,West,Total,81.68393148527517
424,West,Solids,28.082533420076427
424,West,Liquid,56.78603369528153
425,North,Total,79.49630811961353
425,North,Solids,34.272761744100485
425,North,Liquid,49.97576749738347
425,South,Total,88.12767344815107
425,South,Solids,40.21547830027601
425,South,Liquid,50.30486255016275
425,West,Total,83.69360705103733
425,West,Solids,37.20225138821759
425,West,Liquid,50.04485420954923
426,North,Total,75.64534762237246
426,North,Solids,42.0595541829743
426,North,Liquid,36.08134193171245
426,South,Total,85.41248632042753
426,South,Solids,49.36765495086312
426,South,Liquid,36.85813896780517
426,West,Total,80.53430678224343
426,West,Solids,45.57847593264393
426,West,Liquid,36.757904300285986
427,North,Total,77.66504865387166
427,North,Solids,49.29096192052177
427,North,Liquid,29.337715176560984
427,South,Total,86.96111622797683
427,South,Solids,57.608630732973474
427,South,Liquid,29.75670461484519
427,West,Total,82.34519492313403
427,West,Solids,53.38543986833058
427,West,Liquid,29.667725154211684
428,North,Total,78.65907127125337
428,North,Solids,36.0672916279983
428,North,Liquid,47.20411514262566
428,South,Total,87.89542654529438
428,South,Solids,42.73441486872421
428,South,Liquid,47.47539482033432
428,West,Total,83.0577372363698
428,West,Solids,39.29009871780289
428,West,Liquid,47.229921783728315
429,North,Total,78.69698050464986
429,North,Solids,45.74971456030072
429,North,Liquid,34.341104328659156
429,South,Total,87.22703412465867
429,South,Solids,53.204451079109575
429,South,Liquid,34.69968094094876
429,West,Total,82.73507142356762
429,West,Solids,49.28122064156445
429,West,Liquid,34.50752996067798
430,North,Total,70.9296736149726
430,North,Solids,40.45277032110652
430,North,Liquid,29.0543386536517
430,South,Total,81.24043533684791
430,South,Solids,47.32249164291475
430,South,Liquid,30.8489914976933
430,West,Total,76.69203747724875
430,West,Solids,43.915526633149454
430,West,Liquid,30.98174574095785
431,North,Total,77.07879466847677
431,North,Solids,46.78996692282419
431,North,Liquid,32.18878224865699
431,South,Total,86.3859833781252
431,South,Solids,54.3512633786004
431,South,Liquid,32.75186961325812
431,West,Total,81.55071411299178
431,West,Solids,50.33362276704511
431,West,Liquid,32.61477998603639
432,North,Total,80.54797734857823
432,North,Solids,38.94270618170294
432,North,Liquid,41.68687390856398
432,South,Total,88.1894924801509
432,South,Solids,45.949768799284584
432,South,Liquid,42.2731757395102
432,West,Total,84.31981666476203
432,West,Solids,42.35106681539355
432,West,Liquid,42.02743442104887
433,North,Total,76.57791356043384
433,North,Solids,38.21272980643801
433,North,Liquid,43.14631168095769
433,South,Total,86.44796537489158
433,South,Solids,44.46414762802206
433,South,Liquid,43.83675765258233
433,West,Total,81.3363717905979
433,West,Solids,41.18254458554764
433,West,Liquid,43.641000928263416
434,North,Total,81.72581666067764
434,North,Solids,31.62625636125939
434,North,Liquid,52.18241455116872
434,South,Total,88.8988737278649
434,South,Solids,36.99364122270713
434,South,Liquid,52.81605437802897
434,West,Total,85.21085370944168
434,West,Solids,34.191044041228416
434,West,Liquid,52.555690826640365
435,North,Total,85.65666227225731
435,North,Solids,34.35462548204089
435,North,Liquid,50.84157414312032
435,South,Total,91.24188950862376
435,South,Solids,39.84512804785708
435,South,Liquid,51.16456304604732
435,West,Total,88.18551903084385
435,West,Solids,36.9634259610731
435,West,Liquid,50.87474367844778
436,North,Total,77.9807511477533
436,North,Solids,42.52639384204664
