wwtp,particle_association_scenario,bin_left_proportion,bin_right_proportion,bin_mid_proportion,flow_path_count,mean_loss_proportion,median_loss_proportion
south,Homogeneous,0.2,0.25,0.225,30430,0.4706978256314324,0.4720441341737812
south,Homogeneous,0.30000000000000004,0.35000000000000003,0.325,31583,0.4706978256314324,0.4720441341737812
south,Homogeneous,0.1,0.15000000000000002,0.125,15690,0.4706978256314324,0.4720441341737812
south,Homogeneous,0.95,1,0.975,40836,0.4706978256314324,0.4720441341737812
south,Homogeneous,0.6000000000000001,0.65,0.625,30060,0.4706978256314324,0.4720441341737812
south,Homogeneous,0.8500000000000001,0.9,0.875,58482,0.4706978256314324,0.4720441341737812
south,Homogeneous,0.05,0.1,0.07500000000000001,4728,0.4706978256314324,0.4720441341737812
south,Homogeneous,0.5,0.55,0.525,50947,0.4706978256314324,0.4720441341737812
south,Homogeneous,0.55,0.6000000000000001,0.5750000000000001,30921,0.4706978256314324,0.4720441341737812
south,Homogeneous,0.7000000000000001,0.75,0.7250000000000001,32418,0.4706978256314324,0.4720441341737812
south,Homogeneous,0.8,0.8500000000000001,0.8250000000000001,52384,0.4706978256314324,0.4720441341737812
south,Homogeneous,0.65,0.7000000000000001,0.675,20354,0.4706978256314324,0.4720441341737812
south,Homogeneous,0.15000000000000002,0.2,0.17500000000000002,3804,0.4706978256314324,0.4720441341737812
west,Homogeneous,0.8500000000000001,0.9,0.875,37069,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.4,0.45,0.425,49050,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.2,0.25,0.225,23100,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.35000000000000003,0.4,0.375,25843,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.55,0.6000000000000001,0.5750000000000001,24167,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.7000000000000001,0.75,0.7250000000000001,28748,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.9,0.95,0.925,40819,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.75,0.8,0.775,51037,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.95,1,0.975,59618,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.8,0.8500000000000001,0.8250000000000001,18051,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.45,0.5,0.475,81571,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.6000000000000001,0.65,0.625,34628,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.25,0.30000000000000004,0.275,8294,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.65,0.7000000000000001,0.675,17761,0.5750491599357787,0.5542354497833777
west,Homogeneous,0,0.05,0.025,2500,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.5,0.55,0.525,23594,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.30000000000000004,0.35000000000000003,0.325,6084,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.15000000000000002,0.2,0.17500000000000002,33714,0.5750491599357787,0.5542354497833777
west,Homogeneous,0.1,0.15000000000000002,0.125,52352,0.5750491599357787,0.5542354497833777
