wwtp,particle_class,hydraulic_level,bin_left_proportion,bin_right_proportion,bin_mid_proportion,observation_count
north,2,Flow path,0,0.05,0.025,1983881
north,3,Flow path,0.15000000000000002,0.2,0.17500000000000002,97037
north,4,Flow path,0.75,0.8,0.775,53828
north,4,Flow path,0.7000000000000001,0.75,0.7250000000000001,46944
north,3,Flow path,0.1,0.15000000000000002,0.125,317406
north,4,Flow path,0.6000000000000001,0.65,0.625,39175
north,3,Flow path,0.05,0.1,0.07500000000000001,1121515
north,4,Flow path,0.30000000000000004,0.35000000000000003,0.325,43379
north,5,Flow path,0.65,0.7000000000000001,0.675,24005
north,4,Flow path,0.55,0.6000000000000001,0.5750000000000001,36362
north,5,Flow path,0.8500000000000001,0.9,0.875,39863
north,2,Flow path,0.1,0.15000000000000002,0.125,140439
north,3,Flow path,0.5,0.55,0.525,59063
north,2,Flow path,0.25,0.30000000000000004,0.275,86781
north,3,Flow path,0.45,0.5,0.475,58242
north,4,Flow path,0.8500000000000001,0.9,0.875,88035
north,4,Flow path,0.25,0.30000000000000004,0.275,240789
north,4,Flow path,0.5,0.55,0.525,33574
south,1,Flow path,0,0.05,0.025,856872
south,2,Flow path,0,0.05,0.025,740510
south,3,Flow path,0,0.05,0.025,690864
south,4,Flow path,0.1,0.15000000000000002,0.125,17593
south,5,Flow path,0.45,0.5,0.475,11554
south,6,Flow path,0.95,1,0.975,692595
south,7,Flow path,0.95,1,0.975,786509
south,8,Flow path,0.95,1,0.975,820935
south,1,Flow path,0.35000000000000003,0.4,0.375,9183
south,2,Flow path,0.95,1,0.975,106682
south,3,Flow path,0.95,1,0.975,232691
south,4,Flow path,0.95,1,0.975,313134
south,5,Flow path,0.95,1,0.975,439504
south,2,Flow path,0.45,0.5,0.475,7515
south,3,Flow path,0.8500000000000001,0.9,0.875,7657
north,1,Flow path,0.25,0.30000000000000004,0.275,62234
north,2,Flow path,0.95,1,0.975,679588
north,3,Flow path,0.8,0.8500000000000001,0.8250000000000001,86141
north,2,Flow path,0.65,0.7000000000000001,0.675,59228
north,1,Flow path,0.45,0.5,0.475,36833
north,2,Flow path,0.35000000000000003,0.4,0.375,64224
north,3,Flow path,0.8500000000000001,0.9,0.875,107520
north,2,Flow path,0.30000000000000004,0.35000000000000003,0.325,71654
north,2,Flow path,0.45,0.5,0.475,56664
north,2,Flow path,0.05,0.1,0.07500000000000001,218939
north,3,Flow path,0.2,0.25,0.225,74526
north,5,Flow path,0.45,0.5,0.475,148174
north,6,Flow path,0.75,0.8,0.775,37976
north,2,Flow path,0.2,0.25,0.225,100560
north,4,Flow path,0.9,0.95,0.925,134617
north,3,Flow path,0.55,0.6000000000000001,0.5750000000000001,65131
north,3,Flow path,0.9,0.95,0.925,151935
north,2,Flow path,0.5,0.55,0.525,54694
north,2,Flow path,0.75,0.8,0.775,61544
north,3,Flow path,0.25,0.30000000000000004,0.275,67563
north,1,Flow path,0.95,1,0.975,84914
north,3,Flow path,0.6000000000000001,0.65,0.625,72359
north,3,Flow path,0.7000000000000001,0.75,0.7250000000000001,74450
north,3,Flow path,0.65,0.7000000000000001,0.675,75620
north,2,Flow path,0.6000000000000001,0.65,0.625,55447
north,5,Flow path,0.55,0.6000000000000001,0.5750000000000001,34609
north,6,Flow path,0.9,0.95,0.925,106777
north,2,Flow path,0.55,0.6000000000000001,0.5750000000000001,55058
north,1,Flow path,0.9,0.95,0.925,26290
north,3,Flow path,0.4,0.45,0.425,54058
south,4,Flow path,0,0.05,0.025,578222
south,5,Flow path,0,0.05,0.025,381231
south,6,Flow path,0.15000000000000002,0.2,0.17500000000000002,3084
south,6,Flow path,0,0.05,0.025,247837
south,7,Flow path,0,0.05,0.025,219145
south,8,Flow path,0.25,0.30000000000000004,0.275,1431
south,8,Flow path,0.30000000000000004,0.35000000000000003,0.325,874
south,8,Flow path,0,0.05,0.025,187087
south,5,Flow path,0.2,0.25,0.225,5430
south,5,Flow path,0.65,0.7000000000000001,0.675,18462
south,2,Flow path,0.35000000000000003,0.4,0.375,9894
south,3,Flow path,0.75,0.8,0.775,7841
south,1,Flow path,0.5,0.55,0.525,6915
south,4,Flow path,0.05,0.1,0.07500000000000001,28267
south,5,Flow path,0.35000000000000003,0.4,0.375,7191
south,7,Flow path,0.75,0.8,0.775,3402
south,6,Flow path,0.25,0.30000000000000004,0.275,3493
south,6,Flow path,0.55,0.6000000000000001,0.5750000000000001,4076
south,6,Flow path,0.45,0.5,0.475,2924
south,1,Flow path,0.30000000000000004,0.35000000000000003,0.325,8581
south,6,Flow path,0.9,0.95,0.925,18273
south,1,Flow path,0.95,1,0.975,16572
south,3,Flow path,0.05,0.1,0.07500000000000001,8329
south,4,Flow path,0.25,0.30000000000000004,0.275,5675
south,5,Flow path,0.5,0.55,0.525,11914
south,6,Flow path,0.8500000000000001,0.9,0.875,11108
north,4,Flow path,0.8,0.8500000000000001,0.8250000000000001,64881
north,1,Flow path,0.15000000000000002,0.2,0.17500000000000002,83175
north,2,Flow path,0.8,0.8500000000000001,0.8250000000000001,68226
north,1,Flow path,0.1,0.15000000000000002,0.125,119782
south,1,Flow path,0.25,0.30000000000000004,0.275,8118
south,4,Flow path,0.8500000000000001,0.9,0.875,7483
south,4,Flow path,0.9,0.95,0.925,12245
north,1,Flow path,0.30000000000000004,0.35000000000000003,0.325,56290
north,2,Flow path,0.8500000000000001,0.9,0.875,82192
north,2,Flow path,0.4,0.45,0.425,57356
north,2,Flow path,0.9,0.95,0.925,109271
north,1,Flow path,0.2,0.25,0.225,70444
west,1,Flow path,0.05,0.1,0.07500000000000001,4391
west,2,Flow path,0.8,0.8500000000000001,0.8250000000000001,5990
west,3,Flow path,0.95,1,0.975,178730
west,4,Flow path,0.95,1,0.975,260343
west,5,Flow path,0.95,1,0.975,331667
west,6,Flow path,0.95,1,0.975,411901
west,7,Flow path,0.95,1,0.975,514443
west,8,Flow path,0.95,1,0.975,614993
north,3,Flow path,0,0.05,0.025,4500
north,4,Flow path,0,0.05,0.025,4500
north,5,Flow path,0,0.05,0.025,4500
north,6,Flow path,0,0.05,0.025,4500
north,7,Flow path,0,0.05,0.025,4500
north,8,Flow path,0,0.05,0.025,4500
west,1,Flow path,0,0.05,0.025,485063
west,2,Flow path,0,0.05,0.025,396280
west,3,Flow path,0,0.05,0.025,243211
west,4,Flow path,0,0.05,0.025,176408
west,5,Flow path,0.4,0.45,0.425,20794
west,5,Flow path,0,0.05,0.025,139894
west,6,Flow path,0,0.05,0.025,111896
west,7,Flow path,0.6000000000000001,0.65,0.625,2707
west,4,Flow path,0.05,0.1,0.07500000000000001,36221
west,5,Flow path,0.25,0.30000000000000004,0.275,7100
west,6,Flow path,0.8500000000000001,0.9,0.875,16900
north,6,Flow path,0.8,0.8500000000000001,0.8250000000000001,49409
north,5,Flow path,0.5,0.55,0.525,74440
north,6,Flow path,0.8500000000000001,0.9,0.875,60031
north,5,Flow path,0.75,0.8,0.775,28547
west,5,Flow path,0.1,0.15000000000000002,0.125,1392
west,6,Flow path,0.75,0.8,0.775,9625
north,4,Flow path,0.35000000000000003,0.4,0.375,34872
north,5,Flow path,0.6000000000000001,0.65,0.625,27725
west,3,Flow path,0.05,0.1,0.07500000000000001,71897
west,4,Flow path,0.30000000000000004,0.35000000000000003,0.325,20754
north,4,Flow path,0.45,0.5,0.475,33958
north,5,Flow path,0.7000000000000001,0.75,0.7250000000000001,25994
north,4,Flow path,0.65,0.7000000000000001,0.675,42170
north,2,Flow path,0.15000000000000002,0.2,0.17500000000000002,123462
north,3,Flow path,0.30000000000000004,0.35000000000000003,0.325,58749
north,5,Flow path,0.9,0.95,0.925,60962
north,1,Flow path,0.8500000000000001,0.9,0.875,22592
north,3,Flow path,0.35000000000000003,0.4,0.375,55635
north,5,Flow path,0.8,0.8500000000000001,0.8250000000000001,32924
south,1,Flow path,0.15000000000000002,0.2,0.17500000000000002,9334
south,2,Flow path,0.9,0.95,0.925,15211
south,8,Flow path,0.45,0.5,0.475,489
west,5,Flow path,0.9,0.95,0.925,5779
south,4,Flow path,0.15000000000000002,0.2,0.17500000000000002,9466
south,5,Flow path,0.9,0.95,0.925,24835
south,1,Flow path,0.45,0.5,0.475,8303
south,4,Flow path,0.7000000000000001,0.75,0.7250000000000001,4363
south,2,Flow path,0.25,0.30000000000000004,0.275,11805
south,3,Flow path,0.5,0.55,0.525,3866
west,3,Flow path,0.55,0.6000000000000001,0.5750000000000001,3063
west,1,Flow path,0.2,0.25,0.225,9944
west,2,Flow path,0.95,1,0.975,105974
north,1,Flow path,0.8,0.8500000000000001,0.8250000000000001,25990
north,1,Flow path,0.7000000000000001,0.75,0.7250000000000001,32280
north,3,Flow path,0.75,0.8,0.775,77190
north,1,Flow path,0.55,0.6000000000000001,0.5750000000000001,32453
west,1,Flow path,0.1,0.15000000000000002,0.125,7252
west,1,Flow path,0.4,0.45,0.425,4245
west,2,Flow path,0.25,0.30000000000000004,0.275,8222
west,3,Flow path,0.8,0.8500000000000001,0.8250000000000001,9945
west,1,Flow path,0.95,1,0.975,16220
west,1,Flow path,0.8500000000000001,0.9,0.875,6150
south,5,Flow path,0.15000000000000002,0.2,0.17500000000000002,4673
south,2,Flow path,0.65,0.7000000000000001,0.675,8850
south,4,Flow path,0.2,0.25,0.225,6597
south,6,Flow path,0.1,0.15000000000000002,0.125,2377
south,7,Flow path,0.8,0.8500000000000001,0.8250000000000001,3594
south,4,Flow path,0.35000000000000003,0.4,0.375,5361
west,1,Flow path,0.9,0.95,0.925,7463
north,1,Flow path,0.4,0.45,0.425,44248
south,2,Flow path,0.15000000000000002,0.2,0.17500000000000002,12242
south,3,Flow path,0.30000000000000004,0.35000000000000003,0.325,3663
west,2,Flow path,0.5,0.55,0.525,3492
north,1,Flow path,0.6000000000000001,0.65,0.625,31442
north,1,Flow path,0.35000000000000003,0.4,0.375,49499
north,1,Flow path,0.75,0.8,0.775,27782
south,1,Flow path,0.4,0.45,0.425,8981
north,4,Flow path,0.4,0.45,0.425,32062
west,4,Flow path,0.15000000000000002,0.2,0.17500000000000002,20476
west,5,Flow path,0.55,0.6000000000000001,0.5750000000000001,21530
south,2,Flow path,0.75,0.8,0.775,10150
west,2,Flow path,0.4,0.45,0.425,4975
west,3,Flow path,0.7000000000000001,0.75,0.7250000000000001,5577
west,2,Flow path,0.7000000000000001,0.75,0.7250000000000001,4048
west,3,Flow path,0.9,0.95,0.925,11642
west,2,Flow path,0.35000000000000003,0.4,0.375,6964
west,2,Flow path,0.2,0.25,0.225,9402
west,2,Flow path,0.30000000000000004,0.35000000000000003,0.325,7172
west,2,Flow path,0.8500000000000001,0.9,0.875,7568
west,1,Flow path,0.15000000000000002,0.2,0.17500000000000002,9103
west,5,Flow path,0.45,0.5,0.475,21514
west,3,Flow path,0.65,0.7000000000000001,0.675,4119
west,2,Flow path,0.9,0.95,0.925,10879
west,2,Flow path,0.15000000000000002,0.2,0.17500000000000002,9088
west,2,Flow path,0.75,0.8,0.775,4593
west,1,Flow path,0.65,0.7000000000000001,0.675,6368
west,1,Flow path,0.6000000000000001,0.65,0.625,6235
west,1,Flow path,0.55,0.6000000000000001,0.5750000000000001,5705
west,1,Flow path,0.5,0.55,0.525,4993
south,1,Flow path,0.05,0.1,0.07500000000000001,38542
south,2,Flow path,0.7000000000000001,0.75,0.7250000000000001,9142
south,5,Flow path,0.8500000000000001,0.9,0.875,17142
west,3,Flow path,0.8500000000000001,0.9,0.875,12617
north,1,Flow path,0.65,0.7000000000000001,0.675,31987
south,5,Flow path,0.1,0.15000000000000002,0.125,5331
south,5,Flow path,0.4,0.45,0.425,9394
south,5,Flow path,0.55,0.6000000000000001,0.5750000000000001,16408
south,1,Flow path,0.65,0.7000000000000001,0.675,4440
south,1,Flow path,0.1,0.15000000000000002,0.125,21312
south,2,Flow path,0.8500000000000001,0.9,0.875,11324
south,3,Flow path,0.8,0.8500000000000001,0.8250000000000001,7712
south,3,Flow path,0.65,0.7000000000000001,0.675,6336
south,4,Flow path,0.75,0.8,0.775,4457
west,4,Flow path,0.8,0.8500000000000001,0.8250000000000001,5814
west,6,Flow path,0.15000000000000002,0.2,0.17500000000000002,1288
west,7,Flow path,0.9,0.95,0.925,2517
south,4,Flow path,0.5,0.55,0.525,4622
south,4,Flow path,0.8,0.8500000000000001,0.8250000000000001,5486
west,1,Flow path,0.25,0.30000000000000004,0.275,9021
west,1,Flow path,0.30000000000000004,0.35000000000000003,0.325,7565
south,2,Flow path,0.8,0.8500000000000001,0.8250000000000001,9940
south,3,Flow path,0.7000000000000001,0.75,0.7250000000000001,6826
south,5,Flow path,0.75,0.8,0.775,16549
south,2,Flow path,0.5,0.55,0.525,8022
south,2,Flow path,0.05,0.1,0.07500000000000001,9094
south,3,Flow path,0.15000000000000002,0.2,0.17500000000000002,4182
south,5,Flow path,0.8,0.8500000000000001,0.8250000000000001,13473
west,2,Flow path,0.45,0.5,0.475,4896
west,5,Flow path,0.5,0.55,0.525,22223
west,6,Flow path,0.9,0.95,0.925,25734
west,2,Flow path,0.1,0.15000000000000002,0.125,9604
west,3,Flow path,0.45,0.5,0.475,2658
west,3,Flow path,0.2,0.25,0.225,4942
west,5,Flow path,0.30000000000000004,0.35000000000000003,0.325,8866
west,4,Flow path,0.8500000000000001,0.9,0.875,6490
west,6,Flow path,0.05,0.1,0.07500000000000001,916
west,7,Flow path,0.7000000000000001,0.75,0.7250000000000001,2544
west,7,Flow path,0,0.05,0.025,45510
west,8,Flow path,0,0.05,0.025,2500
west,3,Flow path,0.5,0.55,0.525,3046
north,1,Flow path,0.5,0.55,0.525,34609
west,7,Flow path,0.75,0.8,0.775,1160
west,6,Flow path,0.30000000000000004,0.35000000000000003,0.325,1202
west,6,Flow path,0.8,0.8500000000000001,0.8250000000000001,12196
west,6,Flow path,0.25,0.30000000000000004,0.275,934
west,3,Flow path,0.6000000000000001,0.65,0.625,2954
west,2,Flow path,0.6000000000000001,0.65,0.625,2719
west,2,Flow path,0.65,0.7000000000000001,0.675,3232
west,4,Flow path,0.9,0.95,0.925,7865
west,1,Flow path,0.45,0.5,0.475,4651
west,1,Flow path,0.75,0.8,0.775,5718
west,4,Flow path,0.75,0.8,0.775,5367
west,4,Flow path,0.4,0.45,0.425,1447
west,5,Flow path,0.75,0.8,0.775,1863
west,2,Flow path,0.05,0.1,0.07500000000000001,10342
west,3,Flow path,0.30000000000000004,0.35000000000000003,0.325,2750
west,1,Flow path,0.8,0.8500000000000001,0.8250000000000001,5463
west,3,Flow path,0.1,0.15000000000000002,0.125,39955
west,5,Flow path,0.6000000000000001,0.65,0.625,3233
west,1,Flow path,0.7000000000000001,0.75,0.7250000000000001,6500
west,4,Flow path,0.7000000000000001,0.75,0.7250000000000001,4321
west,3,Flow path,0.25,0.30000000000000004,0.275,3814
west,1,Flow path,0.35000000000000003,0.4,0.375,5950
west,3,Flow path,0.75,0.8,0.775,7693
south,3,Flow path,0.1,0.15000000000000002,0.125,8418
south,4,Flow path,0.65,0.7000000000000001,0.675,4694
south,3,Flow path,0.35000000000000003,0.4,0.375,4140
south,2,Flow path,0.1,0.15000000000000002,0.125,12015
south,3,Flow path,0.45,0.5,0.475,4196
south,2,Flow path,0.6000000000000001,0.65,0.625,8335
south,3,Flow path,0.9,0.95,0.925,14408
south,1,Flow path,0.9,0.95,0.925,3565
south,1,Flow path,0.8500000000000001,0.9,0.875,2686
south,1,Flow path,0.55,0.6000000000000001,0.5750000000000001,5414
south,5,Flow path,0.7000000000000001,0.75,0.7250000000000001,15338
south,6,Flow path,0.4,0.45,0.425,2644
south,2,Flow path,0.55,0.6000000000000001,0.5750000000000001,8125
south,1,Flow path,0.2,0.25,0.225,7735
south,2,Flow path,0.4,0.45,0.425,8752
south,7,Flow path,0.30000000000000004,0.35000000000000003,0.325,348
south,6,Flow path,0.35000000000000003,0.4,0.375,3175
south,2,Flow path,0.30000000000000004,0.35000000000000003,0.325,10895
south,4,Flow path,0.30000000000000004,0.35000000000000003,0.325,5111
south,8,Flow path,0.8500000000000001,0.9,0.875,1115
south,4,Flow path,0.4,0.45,0.425,4453
south,1,Flow path,0.7000000000000001,0.75,0.7250000000000001,3436
south,2,Flow path,0.2,0.25,0.225,11997
south,3,Flow path,0.4,0.45,0.425,4525
south,1,Flow path,0.6000000000000001,0.65,0.625,4654
south,1,Flow path,0.75,0.8,0.775,3094
south,7,Flow path,0.55,0.6000000000000001,0.5750000000000001,1642
south,8,Flow path,0.9,0.95,0.925,2832
south,6,Flow path,0.65,0.7000000000000001,0.675,4573
west,7,Flow path,0.8500000000000001,0.9,0.875,1850
west,4,Flow path,0.1,0.15000000000000002,0.125,7244
west,4,Flow path,0.55,0.6000000000000001,0.5750000000000001,2898
west,6,Flow path,0.55,0.6000000000000001,0.5750000000000001,1141
south,3,Flow path,0.2,0.25,0.225,2697
south,1,Flow path,0.8,0.8500000000000001,0.8250000000000001,2763
south,3,Flow path,0.6000000000000001,0.65,0.625,5017
south,4,Flow path,0.55,0.6000000000000001,0.5750000000000001,4468
south,5,Flow path,0.05,0.1,0.07500000000000001,5037
south,7,Flow path,0.9,0.95,0.925,2399
south,4,Flow path,0.6000000000000001,0.65,0.625,4247
south,8,Flow path,0.35000000000000003,0.4,0.375,461
south,4,Flow path,0.45,0.5,0.475,4556
west,3,Flow path,0.4,0.45,0.425,2450
south,6,Flow path,0.30000000000000004,0.35000000000000003,0.325,3301
south,6,Flow path,0.75,0.8,0.775,6907
north,6,Flow path,0.55,0.6000000000000001,0.5750000000000001,15631
north,6,Flow path,0.7000000000000001,0.75,0.7250000000000001,24635
south,6,Flow path,0.2,0.25,0.225,2799
south,5,Flow path,0.6000000000000001,0.65,0.625,14584
south,6,Flow path,0.5,0.55,0.525,3507
south,6,Flow path,0.8,0.8500000000000001,0.8250000000000001,8204
west,7,Flow path,0.35000000000000003,0.4,0.375,3214
west,6,Flow path,0.65,0.7000000000000001,0.675,6757
north,6,Flow path,0.6000000000000001,0.65,0.625,18923
north,6,Flow path,0.65,0.7000000000000001,0.675,26879
west,6,Flow path,0.6000000000000001,0.65,0.625,4490
south,6,Flow path,0.7000000000000001,0.75,0.7250000000000001,4771
south,7,Flow path,0.7000000000000001,0.75,0.7250000000000001,2270
west,2,Flow path,0.55,0.6000000000000001,0.5750000000000001,2560
south,5,Flow path,0.25,0.30000000000000004,0.275,5677
west,6,Flow path,0.1,0.15000000000000002,0.125,1211
west,7,Flow path,0.65,0.7000000000000001,0.675,3038
west,6,Flow path,0.7000000000000001,0.75,0.7250000000000001,7207
west,4,Flow path,0.35000000000000003,0.4,0.375,1181
west,7,Flow path,0.55,0.6000000000000001,0.5750000000000001,3435
west,6,Flow path,0.5,0.55,0.525,852
west,6,Flow path,0.35000000000000003,0.4,0.375,979
west,6,Flow path,0.2,0.25,0.225,1132
west,6,Flow path,0.45,0.5,0.475,753
west,5,Flow path,0.2,0.25,0.225,3959
west,5,Flow path,0.8,0.8500000000000001,0.8250000000000001,1635
west,3,Flow path,0.35000000000000003,0.4,0.375,2519
west,5,Flow path,0.7000000000000001,0.75,0.7250000000000001,1938
west,5,Flow path,0.8500000000000001,0.9,0.875,2858
south,3,Flow path,0.55,0.6000000000000001,0.5750000000000001,4357
south,7,Flow path,0.1,0.15000000000000002,0.125,305
south,7,Flow path,0.8500000000000001,0.9,0.875,2991
south,6,Flow path,0.05,0.1,0.07500000000000001,1014
south,7,Flow path,0.45,0.5,0.475,721
south,8,Flow path,0.8,0.8500000000000001,0.8250000000000001,1035
west,7,Flow path,0.5,0.55,0.525,4256
west,4,Flow path,0.65,0.7000000000000001,0.675,3692
west,5,Flow path,0.65,0.7000000000000001,0.675,2460
south,8,Flow path,0.75,0.8,0.775,1067
south,8,Flow path,0.15000000000000002,0.2,0.17500000000000002,3271
south,3,Flow path,0.25,0.30000000000000004,0.275,2775
south,5,Flow path,0.30000000000000004,0.35000000000000003,0.325,6773
north,4,Flow path,0.2,0.25,0.225,263690
north,4,Flow path,0.15000000000000002,0.2,0.17500000000000002,283175
west,4,Flow path,0.2,0.25,0.225,24790
west,4,Flow path,0.25,0.30000000000000004,0.275,23901
west,4,Flow path,0.6000000000000001,0.65,0.625,3790
west,3,Flow path,0.15000000000000002,0.2,0.17500000000000002,4418
south,7,Flow path,0.65,0.7000000000000001,0.675,2175
south,7,Flow path,0.5,0.55,0.525,1077
south,8,Flow path,0.2,0.25,0.225,2287
south,7,Flow path,0.35000000000000003,0.4,0.375,419
south,8,Flow path,0.1,0.15000000000000002,0.125,2162
south,6,Flow path,0.6000000000000001,0.65,0.625,3838
north,5,Flow path,0.35000000000000003,0.4,0.375,105148
south,7,Flow path,0.6000000000000001,0.65,0.625,1771
west,5,Flow path,0.35000000000000003,0.4,0.375,16433
west,7,Flow path,0.4,0.45,0.425,6613
north,5,Flow path,0.4,0.45,0.425,115211
west,4,Flow path,0.45,0.5,0.475,2236
west,4,Flow path,0.5,0.55,0.525,2762
south,7,Flow path,0.05,0.1,0.07500000000000001,298
south,8,Flow path,0.7000000000000001,0.75,0.7250000000000001,917
south,8,Flow path,0.05,0.1,0.07500000000000001,2072
west,7,Flow path,0.2,0.25,0.225,3059
west,7,Flow path,0.8,0.8500000000000001,0.8250000000000001,1218
south,8,Flow path,0.5,0.55,0.525,520
west,5,Flow path,0.15000000000000002,0.2,0.17500000000000002,2405
north,5,Flow path,0.30000000000000004,0.35000000000000003,0.325,76566
north,6,Flow path,0.5,0.55,0.525,8075
west,7,Flow path,0.30000000000000004,0.35000000000000003,0.325,4358
west,7,Flow path,0.45,0.5,0.475,5120
west,5,Flow path,0.05,0.1,0.07500000000000001,457
west,6,Flow path,0.4,0.45,0.425,886
south,7,Flow path,0.2,0.25,0.225,283
south,8,Flow path,0.55,0.6000000000000001,0.5750000000000001,486
south,7,Flow path,0.4,0.45,0.425,487
west,7,Flow path,0.25,0.30000000000000004,0.275,3938
south,7,Flow path,0.25,0.30000000000000004,0.275,375
north,7,Flow path,0.9,0.95,0.925,1649
west,7,Flow path,0.15000000000000002,0.2,0.17500000000000002,2660
west,7,Flow path,0.1,0.15000000000000002,0.125,2994
south,8,Flow path,0.65,0.7000000000000001,0.675,623
north,4,Flow path,0.1,0.15000000000000002,0.125,148911
south,7,Flow path,0.15000000000000002,0.2,0.17500000000000002,289
south,8,Flow path,0.4,0.45,0.425,322
west,7,Flow path,0.05,0.1,0.07500000000000001,3366
south,8,Flow path,0.6000000000000001,0.65,0.625,514
north,5,Flow path,0.25,0.30000000000000004,0.275,4842
west,8,Flow path,0.9,0.95,0.925,507
