simulation,location,sample_fraction,minimum_detectable_prevalence_percent
144,South,Total,0.06101542588391352
144,South,Solids,0.1468473993613768
144,South,Liquid,0.10339106573292611
144,West,Total,0.06110581210980211
144,West,Solids,0.15053646304951254
144,West,Liquid,0.10182812694098214
145,North,Total,0.06871695015948272
145,North,Solids,0.1922029483645154
145,North,Liquid,0.09860184802299235
145,South,Total,0.061308682909953144
145,South,Solids,0.15510550302502454
145,South,Liquid,0.09763717312486442
145,West,Total,0.061644810990596044
145,West,Solids,0.15872351065205645
145,West,Liquid,0.09688781075459973
146,North,Total,0.06823646645999012
146,North,Solids,0.16974135511851168
146,North,Liquid,0.10345514157313526
146,South,Total,0.060937518873752095
146,South,Solids,0.14266652627002135
146,South,Liquid,0.10215865965230723
146,West,Total,0.06146509658405522
146,West,Solids,0.1457115707762595
146,West,Liquid,0.10117275898753413
147,North,Total,0.07220205704150169
147,North,Solids,0.12396982862638739
147,North,Liquid,0.15024572772202777
147,South,Total,0.0625125048492919
147,South,Solids,0.1035176934822484
147,South,Liquid,0.1484738416066332
147,West,Total,0.06326137086510643
147,West,Solids,0.10551680685325372
147,West,Liquid,0.14703746112101457
148,North,Total,0.06764305967748092
148,North,Solids,0.2227519978843442
148,North,Liquid,0.0977525310229319
148,South,Total,0.062253238421466246
148,South,Solids,0.18304875126596126
148,South,Liquid,0.09459941562106366
148,West,Total,0.06132295614038486
148,West,Solids,0.1874517055315146
148,West,Liquid,0.09155324192571976
149,North,Total,0.0678900418470196
149,North,Solids,0.16399778791011185
149,North,Liquid,0.11667878743331574
149,South,Total,0.0613755402319273
149,South,Solids,0.13294614940270974
149,South,Liquid,0.11445004537736488
149,West,Total,0.06139182563988098
149,West,Solids,0.1363408308408177
149,West,Liquid,0.112555591002897
150,North,Total,0.07071121930564123
150,North,Solids,0.14306040895790906
150,North,Liquid,0.1320096767782148
150,South,Total,0.06199930104635332
150,South,Solids,0.11569325483266767
150,South,Liquid,0.1303495067069162
150,West,Total,0.06272271857322408
150,West,Solids,0.11909725810289006
150,West,Liquid,0.1291113835406212
151,North,Total,0.06601248335969408
151,North,Solids,0.14825163170295827
151,North,Liquid,0.12012050844067697
151,South,Total,0.060240481249538715
151,South,Solids,0.12298102772355327
151,South,Liquid,0.11863269758133688
151,West,Total,0.060412447239119295
151,West,Solids,0.1258918772672172
151,West,Liquid,0.11730007250678623
152,North,Total,0.07383687571345093
152,North,Solids,0.14139301351545852
152,North,Liquid,0.14281957481409596
152,South,Total,0.0636605906417011
152,South,Solids,0.11645702516476034
152,South,Liquid,0.13802477824434403
152,West,Total,0.06412725723118928
152,West,Solids,0.11920208578412525
152,West,Liquid,0.13345921212347717
153,North,Total,0.06743213621183367
153,North,Solids,0.16539431274466943
153,North,Liquid,0.11806496992377334
153,South,Total,0.06188521144265548
153,South,Solids,0.13648946603579099
153,South,Liquid,0.1146711684136905
153,West,Total,0.06118086354576334
153,West,Solids,0.13939501756433828
153,West,Liquid,0.11141730106486367
154,North,Total,0.07066824285856016
154,North,Solids,0.25050766651688183
154,North,Liquid,0.09335381037469113
154,South,Total,0.06312325612901046
154,South,Solids,0.20590599886305552
154,South,Liquid,0.0900977184851639
154,West,Total,0.06273622571577099
154,West,Solids,0.2108587784333897
154,West,Liquid,0.08698086944281817
155,North,Total,0.06950057252846573
155,North,Solids,0.14529428187648855
155,North,Liquid,0.12339749848743738
155,South,Total,0.061559458991085704
155,South,Solids,0.12060455423825148
155,South,Liquid,0.1217346273042285
155,West,Total,0.06200798343881282
155,West,Solids,0.12313942989822292
155,West,Liquid,0.12030625886411977
156,North,Total,0.06702741068344735
156,North,Solids,0.17313160473426312
156,North,Liquid,0.10219107276267156
156,South,Total,0.06039966988229483
156,South,Solids,0.14298980792544083
156,South,Liquid,0.10136915995980417
156,West,Total,0.06077838439804562
156,West,Solids,0.14611789041990367
156,West,Liquid,0.10071463684606093
157,North,Total,0.06887766307484464
157,North,Solids,0.1613889178747595
157,North,Liquid,0.11064621662095711
157,South,Total,0.06138116729009167
157,South,Solids,0.13429836469038567
157,South,Liquid,0.10914083590533215
157,West,Total,0.06181778375901618
157,West,Solids,0.13731003074750878
157,West,Liquid,0.10784784271899411
158,North,Total,0.07606810705699164
158,North,Solids,0.11417467836958217
158,North,Liquid,0.23075565607319562
158,South,Total,0.06554737050936521
158,South,Solids,0.09539146431191026
158,South,Liquid,0.2140039160285582
158,West,Total,0.06533409514980748
158,West,Solids,0.09749541536949871
158,West,Liquid,0.19883913350405244
159,North,Total,0.07133651226701748
159,North,Solids,0.14035115669985865
159,North,Liquid,0.14627472035944422
159,South,Total,0.06343827466604449
159,South,Solids,0.11585599005098009
159,South,Liquid,0.14070247766102761
159,West,Total,0.06303027500276583
159,West,Solids,0.1185165265612301
159,West,Liquid,0.13533844862653346
160,North,Total,0.06944426179388848
160,North,Solids,0.13707732527084854
160,North,Liquid,0.13671620398743753
160,South,Total,0.06156881821414835
160,South,Solids,0.11246769088172008
160,South,Liquid,0.13452919745554867
160,West,Total,0.06197412912236486
160,West,Solids,0.11526133573482156
160,West,Liquid,0.13255542499458867
161,North,Total,0.06874934815510407
161,North,Solids,0.13616295266590203
161,North,Liquid,0.13441662683276814
161,South,Total,0.06123258449819052
161,South,Solids,0.11248302785035169
161,South,Liquid,0.13262198820179216
161,West,Total,0.06157822070081021
161,West,Solids,0.11475526449229334
161,West,Liquid,0.13115880918064027
162,North,Total,0.0633463063835339
162,North,Solids,0.14600219012634955
162,North,Liquid,0.11838874547877973
162,South,Total,0.05907619401318692
162,South,Solids,0.12247384023898976
162,South,Liquid,0.11720410958343791
162,West,Total,0.05909642078278947
162,West,Solids,0.12473561251769351
162,West,Liquid,0.11631164021876296
163,North,Total,0.07593072955318199
163,North,Solids,0.15217560744288725
163,North,Liquid,0.14594456560089691
163,South,Total,0.06520317364083665
163,South,Solids,0.12459217022434968
163,South,Liquid,0.13823832564439223
163,West,Total,0.06511282993170638
163,West,Solids,0.1274081854875286
163,West,Liquid,0.1307839436764335
164,North,Total,0.06614348757802735
164,North,Solids,0.1614195245495912
164,North,Liquid,0.11062477783135309
164,South,Total,0.06032135148190817
164,South,Solids,0.13369788381696013
164,South,Liquid,0.1093187561540035
164,West,Total,0.06047796837823919
164,West,Solids,0.13653634219572572
164,West,Liquid,0.10823586277374536
165,North,Total,0.06828562610854146
165,North,Solids,0.13477079828947935
165,North,Liquid,0.13982306799793517
165,South,Total,0.061813500742628466
165,South,Solids,0.11371688910873695
165,South,Liquid,0.13596469645139703
165,West,Total,0.06161224925435214
165,West,Solids,0.11591755088632609
165,West,Liquid,0.13240642518239978
166,North,Total,0.06890030434856033
166,North,Solids,0.1922943224060297
166,North,Liquid,0.10545162023367773
166,South,Total,0.0625254071063237
166,South,Solids,0.1614467326277828
166,South,Liquid,0.10184135101022394
166,West,Total,0.061987187291615044
166,West,Solids,0.16497751508819805
166,West,Liquid,0.0984552253073732
167,North,Total,0.06954286298705703
167,North,Solids,0.16925528649039762
167,North,Liquid,0.10540720970742715
167,South,Total,0.06142882928242071
167,South,Solids,0.1393519796874913
167,South,Liquid,0.10441443000904452
167,West,Total,0.06198361112793269
167,West,Solids,0.14238337513563964
167,West,Liquid,0.10366333130524152
168,North,Total,0.07067112628642104
168,North,Solids,0.17387825471696605
168,North,Liquid,0.11055369291283663
168,South,Total,0.06235075944538636
168,South,Solids,0.14164749120166692
168,South,Liquid,0.1082951383543054
168,West,Total,0.0625570599047352
168,West,Solids,0.14480502532080694
168,West,Liquid,0.10623482966816448
169,North,Total,0.07761156087236827
169,North,Solids,0.19707754077532919
169,North,Liquid,0.12888899075495483
169,South,Total,0.06834927924978118
169,South,Solids,0.16095363983055028
169,South,Liquid,0.11957936434877281
169,West,Total,0.0662657897651405
169,West,Solids,0.1648418366043608
169,West,Liquid,0.11091434076079196
170,North,Total,0.07048363406183626
170,North,Solids,0.16612920633944622
170,North,Liquid,0.1090807875179693
170,South,Total,0.06216590703925682
170,South,Solids,0.14061073313985945
170,South,Liquid,0.10684159102977443
170,West,Total,0.0625694438805789
170,West,Solids,0.14303231100616365
170,West,Liquid,0.10477487304373811
171,North,Total,0.07357321078714119
171,North,Solids,0.13265649530708154
171,North,Liquid,0.16214905635161908
171,South,Total,0.06426005454573822
171,South,Solids,0.11000106246388923
171,South,Liquid,0.15493962932366792
171,West,Total,0.06412085325801065
171,West,Solids,0.11237791305767615
171,West,Liquid,0.1479508999618308
172,North,Total,0.06851504183322182
172,North,Solids,0.12782925992502173
172,North,Liquid,0.14447597074999766
172,South,Total,0.061187205704812626
172,South,Solids,0.10635022693951941
172,South,Liquid,0.142780689409707
172,West,Total,0.06154880173243032
172,West,Solids,0.10845402865333784
172,West,Liquid,0.14133090207688312
173,North,Total,0.06930423770072718
173,North,Solids,0.1395019405881304
173,North,Liquid,0.13020802607100382
173,South,Total,0.06142035517346112
173,South,Solids,0.11520920653002131
173,South,Liquid,0.12848646941677383
173,West,Total,0.061969924752504756
173,West,Solids,0.1180517231209108
173,West,Liquid,0.12705838022373828
174,North,Total,0.07275518011724226
174,North,Solids,0.12442420236353652
174,North,Liquid,0.16028012136150616
174,South,Total,0.06255178356244104
174,South,Solids,0.10067778275856666
174,South,Liquid,0.15874847468248943
174,West,Total,0.06345427237412438
174,West,Solids,0.10340027997595456
174,West,Liquid,0.1574667050540082
175,North,Total,0.06756981536218817
175,North,Solids,0.16301440876074985
175,North,Liquid,0.1102264339837223
175,South,Total,0.06067395957319588
175,South,Solids,0.13352409702396095
175,South,Liquid,0.10903544681012012
175,West,Total,0.061102978579277156
175,West,Solids,0.1369281704716472
175,West,Liquid,0.10807707615964804
176,North,Total,0.0675883773080453
176,North,Solids,0.16574478611025345
176,North,Liquid,0.10976117126064244
176,South,Total,0.06109394366554311
176,South,Solids,0.13763792139432549
176,South,Liquid,0.10809354898446376
176,West,Total,0.06115054379790547
176,West,Solids,0.14009913067362148
176,West,Liquid,0.10663339595521623
177,North,Total,0.0681517110537401
177,North,Solids,0.18147566649679708
177,North,Liquid,0.10630650794320787
177,South,Total,0.061739842423768024
177,South,Solids,0.15076957552401174
177,South,Liquid,0.10368482946677884
177,West,Total,0.06148137925314545
177,West,Solids,0.153814121318871
177,West,Liquid,0.10120695190544153
178,North,Total,0.06528819888203145
178,North,Solids,0.13623657459749758
178,North,Liquid,0.13217526998769308
178,South,Total,0.05997564015211769
178,South,Solids,0.11330140427981979
178,South,Liquid,0.13069520853297348
178,West,Total,0.060078211133412496
178,West,Solids,0.11552683374985082
178,West,Liquid,0.12958671879132752
179,North,Total,0.07360651665703082
179,North,Solids,0.15291670479651862
179,North,Liquid,0.1299883928263494
179,South,Total,0.06356222125601237
179,South,Solids,0.1248967139563536
179,South,Liquid,0.12618144956691352
179,West,Total,0.06391173580964923
179,West,Solids,0.12774156858371158
179,West,Liquid,0.12247410223015903
180,North,Total,0.0697875007274724
180,North,Solids,0.1275746554131791
180,North,Liquid,0.14388461704807956
180,South,Total,0.0618221083237379
180,South,Solids,0.10661807021954255
180,South,Liquid,0.14247108677086043
180,West,Total,0.06222855526101178
180,West,Solids,0.10843178247306835
180,West,Liquid,0.14139514144507412
181,North,Total,0.06809337618442668
181,North,Solids,0.15585394027860192
181,North,Liquid,0.11943359500072419
181,South,Total,0.06120431694110098
181,South,Solids,0.12665255982760557
181,South,Liquid,0.11787374075170755
181,West,Total,0.06140096872832543
181,West,Solids,0.1296394402640751
181,West,Liquid,0.11652623635669732
182,North,Total,0.07076228718363296
182,North,Solids,0.1281869666738805
182,North,Liquid,0.15316369488968068
182,South,Total,0.06213831871690539
182,South,Solids,0.10504737771870483
182,South,Liquid,0.15038566545888787
182,West,Total,0.06255443397125203
182,West,Solids,0.10747023134585754
182,West,Liquid,0.14782241051279452
183,North,Total,0.06758566662932831
183,North,Solids,0.13379882931047843
183,North,Liquid,0.13052208415880892
183,South,Total,0.06074569323080794
183,South,Solids,0.11268091974301557
183,South,Liquid,0.12916761258677426
183,West,Total,0.06115513477975499
183,West,Solids,0.11481782150553109
183,West,Liquid,0.1281049770131221
184,North,Total,0.07364067777941938
184,North,Solids,0.12012230429889967
184,North,Liquid,0.1813995134046821
184,South,Total,0.06352814171942009
184,South,Solids,0.0989457363813569
184,South,Liquid,0.1755895290572921
184,West,Total,0.06393364887086102
184,West,Solids,0.10112204590203774
184,West,Liquid,0.16992268119392784
185,North,Total,0.07114218639598487
185,North,Solids,0.1820846735014552
185,North,Liquid,0.11506308703909264
185,South,Total,0.06376022698022074
185,South,Solids,0.15182666640195078
185,South,Liquid,0.11014244629890324
185,West,Total,0.06296607401051085
185,West,Solids,0.15487917174628843
185,West,Liquid,0.10534232821836455
186,North,Total,0.07119011831947744
186,North,Solids,0.149284968914861
186,North,Liquid,0.12158014477137535
186,South,Total,0.062212466795886885
186,South,Solids,0.12197371946734781
186,South,Liquid,0.1204876753793667
186,West,Total,0.06286348903379814
186,West,Solids,0.12482074771247031
186,West,Liquid,0.11962695198181683
187,North,Total,0.06833905612660898
187,North,Solids,0.16731278146286294
187,North,Liquid,0.11513077684371338
187,South,Total,0.062225331923114274
187,South,Solids,0.14083694164663307
187,South,Liquid,0.11150721506337229
187,West,Total,0.061712782833279266
187,West,Solids,0.14356034361170703
187,West,Liquid,0.10814100833489687
188,North,Total,0.0739572918536383
188,North,Solids,0.1306286303723827
188,North,Liquid,0.14864838573575542
188,South,Total,0.06333258831460914
188,South,Solids,0.10684333365288617
188,South,Liquid,0.1465796391302405
188,West,Total,0.06413014329158745
188,West,Solids,0.10924078852244054
188,West,Liquid,0.1447769430644526
189,North,Total,0.06682950850245145
189,North,Solids,0.2083558096742458
189,North,Liquid,0.09676666033346647
189,South,Total,0.060986336669845924
189,South,Solids,0.16928715178505124
189,South,Liquid,0.09479461351948397
189,West,Total,0.06084310021328428
189,West,Solids,0.17402527061434886
189,West,Liquid,0.09297757428217993
190,North,Total,0.06870185821946508
190,North,Solids,0.17883555483143723
190,North,Liquid,0.11294695304854918
190,South,Total,0.06283590151537778
190,South,Solids,0.14945292303283456
190,South,Liquid,0.10880017776282251
190,West,Total,0.06184177106409024
190,West,Solids,0.15237200051663213
190,West,Liquid,0.10480618805519568
191,North,Total,0.06728292584679668
191,North,Solids,0.13112921339577865
191,North,Liquid,0.1422503019591242
191,South,Total,0.06065889718281233
191,South,Solids,0.10775589791676898
191,South,Liquid,0.1407447983921165
191,West,Total,0.06100379967350273
191,West,Solids,0.11030306218057927
191,West,Liquid,0.13955548602023768
192,North,Total,0.0642888546102487
192,North,Solids,0.13357401217328796
192,North,Liquid,0.1403534511395868
192,South,Total,0.05949437930444036
192,South,Solids,0.10917373455762486
192,South,Liquid,0.13879941359756032
192,West,Total,0.05953869816526498
192,West,Solids,0.11193858531979876
192,West,Liquid,0.13745856451521912
193,North,Total,0.07514437104931423
193,North,Solids,0.139690298812619
193,North,Liquid,0.1612872357028616
193,South,Total,0.06522516459594584
193,South,Solids,0.11565743640422722
193,South,Liquid,0.15185962057488664
193,West,Total,0.06489327428524935
193,West,Solids,0.11833137220879611
193,West,Liquid,0.1430870824077376
194,North,Total,0.07024784515165079
194,North,Solids,0.1560361361603805
194,North,Liquid,0.12485024861131569
194,South,Total,0.062416278148948914
194,South,Solids,0.12737426283593378
194,South,Liquid,0.12160459641621572
194,West,Total,0.06244697489408864
194,West,Solids,0.1305789171096081
194,West,Liquid,0.11855931520683757
195,North,Total,0.06634253247446786
195,North,Solids,0.1493957688352113
195,North,Liquid,0.11883784991931479
195,South,Total,0.0602348628847371
195,South,Solids,0.12299561671531344
195,South,Liquid,0.1178999559713472
195,West,Total,0.06051247792434475
195,West,Solids,0.12555066646884838
195,West,Liquid,0.11718323423605649
196,North,Total,0.06498652092375884
196,North,Solids,0.22263560622807443
196,North,Liquid,0.08759969630196322
196,South,Total,0.05973498519253968
196,South,Solids,0.18332175145571775
196,South,Liquid,0.08675702186425091
196,West,Total,0.05992224829652309
196,West,Solids,0.18769360645342661
196,West,Liquid,0.08609887238055416
197,North,Total,0.07048186248970902
197,North,Solids,0.1588704154859865
197,North,Liquid,0.1250369744111768
197,South,Total,0.06296445249208749
197,South,Solids,0.13108442199620146
197,South,Liquid,0.12093320589789444
197,West,Total,0.06258607798987777
197,West,Solids,0.1337023190110072
197,West,Liquid,0.11704424467748578
198,North,Total,0.06766720396321611
198,North,Solids,0.171720647820779
198,North,Liquid,0.10770810223594163
198,South,Total,0.06119671967955775
198,South,Solids,0.14283774068162303
198,South,Liquid,0.10563917110315789
198,West,Total,0.06118856467578779
198,West,Solids,0.14566397544392048
198,West,Liquid,0.10375951902012158
199,North,Total,0.0723554709398747
199,North,Solids,0.1295051461989174
199,North,Liquid,0.16698080346603245
199,South,Total,0.06378338262727948
199,South,Solids,0.10615398183710521
199,South,Liquid,0.16084224956161408
199,West,Total,0.06357637045029971
199,West,Solids,0.10861778675333159
199,West,Liquid,0.15507991075369448
200,North,Total,0.06906701635974812
200,North,Solids,0.13151231832641944
200,North,Liquid,0.14376288439142876
200,South,Total,0.061620069533085575
200,South,Solids,0.109212728012409
200,South,Liquid,0.14090587765202986
200,West,Total,0.061867102847783975
200,West,Solids,0.11172007442201834
200,West,Liquid,0.13821480220868965
201,North,Total,0.07333441592637482
201,North,Solids,0.18138613170776235
201,North,Liquid,0.10682989403701358
201,South,Total,0.06310298296362375
201,South,Solids,0.14759637496888925
201,South,Liquid,0.10463338772128503
201,West,Total,0.06376242327088158
201,West,Solids,0.15119160451348776
201,West,Liquid,0.10264890592026554
202,North,Total,0.06969564617401312
202,North,Solids,0.16581566570497508
202,North,Liquid,0.10910911410211135
202,South,Total,0.06171632174608566
202,South,Solids,0.13616045827316248
202,South,Liquid,0.10798055366836347
202,West,Total,0.062126793944505224
202,West,Solids,0.13889189835413526
202,West,Liquid,0.10712542525145172
203,North,Total,0.06688093611499717
203,North,Solids,0.12859049953122467
203,North,Liquid,0.15159426097313852
203,South,Total,0.06108263579682242
203,South,Solids,0.10639884204352791
203,South,Liquid,0.14840437121310837
203,West,Total,0.06086622776989292
203,West,Solids,0.10876038312138885
203,West,Liquid,0.14541674442549538
204,North,Total,0.07111254828608757
204,North,Solids,0.12511246058743597
204,North,Liquid,0.15152379339433528
204,South,Total,0.06212300524839337
204,South,Solids,0.10327515768512233
204,South,Liquid,0.1500709994691122
204,West,Total,0.06269384773367513
204,West,Solids,0.10528304579682066
204,West,Liquid,0.14886532304729336
205,North,Total,0.0651927038399546
205,North,Solids,0.1465409590239164
205,North,Liquid,0.12512992127077194
205,South,Total,0.060101893199333345
205,South,Solids,0.12068365712105938
205,South,Liquid,0.12310698784156945
205,West,Total,0.05991877054863334
205,West,Solids,0.1232133364173886
205,West,Liquid,0.12122207619136699
206,North,Total,0.07406590887127518
206,North,Solids,0.14758077446292875
206,North,Liquid,0.13794211300464385
206,South,Total,0.06394574094775794
206,South,Solids,0.12195931003730812
206,South,Liquid,0.1327789740078035
206,West,Total,0.0643348854364437
206,West,Solids,0.12481010077387089
206,West,Liquid,0.12785448840353986
207,North,Total,0.07129904974759256
207,North,Solids,0.15076016732302455
207,North,Liquid,0.11696238558710106
207,South,Total,0.06199686157565933
207,South,Solids,0.12430659435670251
207,South,Liquid,0.11592941401938733
207,West,Total,0.06276856448443026
207,West,Solids,0.12710725129100145
207,West,Liquid,0.11514384197618993
208,North,Total,0.06558265321295592
208,North,Solids,0.17524928204041004
208,North,Liquid,0.10639145045775798
208,South,Total,0.0608174267496425
208,South,Solids,0.14798368717489774
208,South,Liquid,0.10386871855740962
208,West,Total,0.06028583946482374
208,West,Solids,0.15038044931153371
208,West,Liquid,0.10158433555059793
209,North,Total,0.0641898408040709
209,North,Solids,0.20502559550992777
209,North,Liquid,0.09263537455606242
209,South,Total,0.05953589901773719
209,South,Solids,0.16928634988338576
209,South,Liquid,0.09153482678755581
209,West,Total,0.05952188278914097
209,West,Solids,0.1729387386281458
209,West,Liquid,0.09063400443848199
210,North,Total,0.07134684579585386
210,North,Solids,0.16266125216003827
210,North,Liquid,0.11416786845498178
210,South,Total,0.06233366035552208
210,South,Solids,0.13393825956518926
210,South,Liquid,0.11200374881206647
210,West,Total,0.0627790961143006
210,West,Solids,0.13679928700867283
210,West,Liquid,0.1099893037074444
211,North,Total,0.062441757482431776
211,North,Solids,0.2298389251608051
211,North,Liquid,0.08501338579009436
211,South,Total,0.05857350286398413
211,South,Solids,0.1898492975020008
211,South,Liquid,0.0843709626785019
211,West,Total,0.058645186111698826
211,West,Solids,0.19440646518177193
211,West,Liquid,0.08388090786413614
212,North,Total,0.06865659489210835
212,North,Solids,0.22584424784105142
212,North,Liquid,0.08892340811918542
212,South,Total,0.06135177036322909
212,South,Solids,0.18775830201088092
212,South,Liquid,0.0874571786936838
212,West,Total,0.061655099097972024
212,West,Solids,0.19197980900660905
212,West,Liquid,0.0861091930301631
213,North,Total,0.07401533122408613
213,North,Solids,0.14784327398062483
213,North,Liquid,0.13838779620760122
213,South,Total,0.06395364640142123
213,South,Solids,0.12181600495220868
213,South,Liquid,0.13318017351061426
213,West,Total,0.06420903913118746
213,West,Solids,0.12450429010693147
213,West,Liquid,0.12820460127130895
214,North,Total,0.06945488271476158
214,North,Solids,0.19028873222323667
214,North,Liquid,0.10373833831833922
214,South,Total,0.06230473529308979
214,South,Solids,0.16079595347640238
214,South,Liquid,0.10054598182232687
214,West,Total,0.06213182459312213
214,West,Solids,0.16381040103896105
214,West,Liquid,0.09746484208104603
215,North,Total,0.06590407243453765
215,North,Solids,0.15571793748748944
215,North,Liquid,0.11882841254845156
215,South,Total,0.06047105114502479
215,South,Solids,0.1277867918096331
215,South,Liquid,0.11671280993794451
215,West,Total,0.060399139809885795
215,West,Solids,0.13111522524522584
215,West,Liquid,0.11481065072154724
216,North,Total,0.073336153905062
216,North,Solids,0.12398013005394777
216,North,Liquid,0.15656144748030076
216,South,Total,0.06294324270085391
216,South,Solids,0.10185786620921676
216,South,Liquid,0.15491343467732382
216,West,Total,0.06379304237083426
216,West,Solids,0.10413536095606683
216,West,Liquid,0.15355525513135018
217,North,Total,0.06804997249964259
217,North,Solids,0.20545885262032362
217,North,Liquid,0.0919562763971066
217,South,Total,0.06078424311076361
217,South,Solids,0.16863210199317208
217,South,Liquid,0.09100224093960463
217,West,Total,0.061214975005434186
217,West,Solids,0.17250036585660591
217,West,Liquid,0.09022937640312635
218,North,Total,0.06914836095933226
218,North,Solids,0.1574281899079619
218,North,Liquid,0.11506737479032454
218,South,Total,0.061694285813659495
218,South,Solids,0.13299359825054483
218,South,Liquid,0.11248436599810567
218,West,Total,0.061847972940909664
218,West,Solids,0.13533466887684686
218,West,Liquid,0.11001728430128
219,North,Total,0.06945104059191091
219,North,Solids,0.20078210631723717
219,North,Liquid,0.0998217793737222
219,South,Total,0.0621563093191626
219,South,Solids,0.16511844701655032
219,South,Liquid,0.09750458850747265
219,West,Total,0.06217533620844003
219,West,Solids,0.1689467038071139
219,West,Liquid,0.09541822802929915
220,North,Total,0.07030928092211833
220,North,Solids,0.14589776280661435
220,North,Liquid,0.12363864800600383
220,South,Total,0.06175700634952644
220,South,Solids,0.11963639443582853
220,South,Liquid,0.12243258261120983
220,West,Total,0.062395124697108194
220,West,Solids,0.12248643784212676
220,West,Liquid,0.12150155982008223
221,North,Total,0.0751442247329008
221,North,Solids,0.16363130109489732
221,North,Liquid,0.14043986722296148
221,South,Total,0.066639186095779665
221,South,Solids,0.1348107867799508
221,South,Liquid,0.13167025413856245
221,West,Total,0.06504197422892748
221,West,Solids,0.13781832065592087
221,West,Liquid,0.12347815915972207
222,North,Total,0.06400403398864347
222,North,Solids,0.20229777753441908
222,North,Liquid,0.09173135728313127
222,South,Total,0.0593440629233497
222,South,Solids,0.16858929836486622
222,South,Liquid,0.09077067201960921
222,West,Total,0.05935671222000062
222,West,Solids,0.17196804605075763
222,West,Liquid,0.08992212566238045
223,North,Total,0.06903714098764369
223,North,Solids,0.13536577790507962
223,North,Liquid,0.13627241264385714
223,South,Total,0.061438992399555165
223,South,Solids,0.11143541488578171
223,South,Liquid,0.13488297441676944
223,West,Total,0.061927466013474305
223,West,Solids,0.11399942830894075
223,West,Liquid,0.13381262664736351
224,North,Total,0.068195191394135
224,North,Solids,0.15768055246986215
224,North,Liquid,0.11267878469737572
224,South,Total,0.06128500516057928
224,South,Solids,0.13337547484064258
224,South,Liquid,0.11062303860816344
224,West,Total,0.06141822486196935
224,West,Solids,0.1356323724907061
224,West,Liquid,0.10868273925871252
225,North,Total,0.06989911313329925
225,North,Solids,0.1712820758099514
225,North,Liquid,0.1120381177306102
225,South,Total,0.062020380842007554
225,South,Solids,0.13880792753732496
225,South,Liquid,0.10988384450367861
225,West,Total,0.06221539895040724
225,West,Solids,0.1423635971805844
225,West,Liquid,0.10784654417859847
226,North,Total,0.07000360772407427
226,North,Solids,0.11143645687182303
226,North,Liquid,0.19444220881759203
226,South,Total,0.06208442982792499
226,South,Solids,0.0928112024692849
226,South,Liquid,0.1898793782929911
226,West,Total,0.06233179679901715
226,West,Solids,0.09484601618100498
226,West,Liquid,0.18566858738934158
227,North,Total,0.06583443122164867
227,North,Solids,0.13498856645159785
227,North,Liquid,0.1416813366909031
227,South,Total,0.06013742510074637
227,South,Solids,0.10930336898863385
227,South,Liquid,0.14027951292067845
227,West,Total,0.06026790726434794
227,West,Solids,0.11192566181606085
227,West,Liquid,0.13913949558588362
228,North,Total,0.07320029590146018
228,North,Solids,0.1345343584262549
228,North,Liquid,0.16337066966804104
228,South,Total,0.06480909707897586
228,South,Solids,0.11141861200249059
228,South,Liquid,0.15541168890926288
228,West,Total,0.063984221028872
228,West,Solids,0.11367579142783003
228,West,Liquid,0.14765876373736053
229,North,Total,0.06963606349719466
229,North,Solids,0.12343588361627816
229,North,Liquid,0.15570341691444053
229,South,Total,0.061617686453875525
229,South,Solids,0.10207233714305518
229,South,Liquid,0.15377556401486592
229,West,Total,0.06213499966418653
229,West,Solids,0.10432839204384058
229,West,Liquid,0.15226890725556802
230,North,Total,0.0668695738786543
230,North,Solids,0.1391870132176896
230,North,Liquid,0.13151871581318245
230,South,Total,0.06054803555626214
230,South,Solids,0.11442075359705389
230,South,Liquid,0.12997942975238067
230,West,Total,0.06074571432645989
230,West,Solids,0.11709137581925508
230,West,Liquid,0.12854533190631914
231,North,Total,0.06679167252056896
231,North,Solids,0.15661717367574385
231,North,Liquid,0.1136573891756397
231,South,Total,0.060529261645780215
231,South,Solids,0.13006107158365326
231,South,Liquid,0.11212006224070345
231,West,Total,0.060739852172613774
231,West,Solids,0.13289360218313317
231,West,Liquid,0.11081703351162331
232,North,Total,0.0657329648024126
232,North,Solids,0.15432529567921324
232,North,Liquid,0.11481058174960287
232,South,Total,0.059989892308521434
232,South,Solids,0.12729263453427808
232,South,Liquid,0.11364504473396597
232,West,Total,0.06026840099691574
232,West,Solids,0.1303978861654854
232,West,Liquid,0.11276789959442485
233,North,Total,0.06983201490514956
233,North,Solids,0.13789191681244078
233,North,Liquid,0.14349592714425358
233,South,Total,0.06256212347496043
233,South,Solids,0.11429493342791333
233,South,Liquid,0.13895966810917562
233,West,Total,0.062222686232361435
233,West,Solids,0.11666610356582781
233,West,Liquid,0.13456513639921172
234,North,Total,0.07070111533497023
234,North,Solids,0.1360047022483019
234,North,Liquid,0.13833113689275375
234,South,Total,0.06200950897332024
234,South,Solids,0.11128897408246628
234,South,Liquid,0.1364000147079964
234,West,Total,0.06262773509099785
234,West,Solids,0.11413623785319063
234,West,Liquid,0.13474173860071842
235,North,Total,0.06609173139870318
235,North,Solids,0.18846886279472233
235,North,Liquid,0.09886693861783989
235,South,Total,0.060269920246755544
235,South,Solids,0.15445571253239657
235,South,Liquid,0.09763508460834873
