wwtp,fate_process,bin_left_proportion,bin_right_proportion,bin_mid_proportion,flow_path_count,mean_loss_proportion,median_loss_proportion
north,Settling / Resuspension,0.45,0.5,0.475,246370,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.15000000000000002,0.2,0.17500000000000002,437669,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.1,0.15000000000000002,0.125,414736,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.25,0.30000000000000004,0.275,315378,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.6000000000000001,0.65,0.625,100519,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.4,0.45,0.425,244640,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.7000000000000001,0.75,0.7250000000000001,67284,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.35000000000000003,0.4,0.375,251485,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.30000000000000004,0.35000000000000003,0.325,423783,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.2,0.25,0.225,297774,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.05,0.1,0.07500000000000001,724871,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.95,1,0.975,108768,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.5,0.55,0.525,133816,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.55,0.6000000000000001,0.5750000000000001,113646,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0,0.05,0.025,4500,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.9,0.95,0.925,44996,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.8500000000000001,0.9,0.875,54580,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.75,0.8,0.775,60662,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.65,0.7000000000000001,0.675,85193,0.332586617477583,0.2863700177041028
north,Settling / Resuspension,0.8,0.8500000000000001,0.8250000000000001,59830,0.332586617477583,0.2863700177041028
south,Settling / Resuspension,0.05,0.1,0.07500000000000001,213438,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.65,0.7000000000000001,0.675,16744,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.35000000000000003,0.4,0.375,37062,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0,0.05,0.025,436359,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.30000000000000004,0.35000000000000003,0.325,43852,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.7000000000000001,0.75,0.7250000000000001,15060,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.95,1,0.975,19788,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.6000000000000001,0.65,0.625,14664,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.15000000000000002,0.2,0.17500000000000002,29715,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.55,0.6000000000000001,0.5750000000000001,12923,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.45,0.5,0.475,38781,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.1,0.15000000000000002,0.125,35846,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.25,0.30000000000000004,0.275,18780,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.4,0.45,0.425,28767,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.2,0.25,0.225,17887,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.5,0.55,0.525,21807,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.8,0.8500000000000001,0.8250000000000001,8139,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.9,0.95,0.925,5075,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.75,0.8,0.775,9886,0.18707079442995755,0.05776392926312057
south,Settling / Resuspension,0.8500000000000001,0.9,0.875,5927,0.18707079442995755,0.05776392926312057
west,Settling / Resuspension,0.45,0.5,0.475,13319,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0,0.05,0.025,156573,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.05,0.1,0.07500000000000001,123611,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.1,0.15000000000000002,0.125,49237,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.25,0.30000000000000004,0.275,15535,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.55,0.6000000000000001,0.5750000000000001,15671,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.5,0.55,0.525,10699,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.65,0.7000000000000001,0.675,8848,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.30000000000000004,0.35000000000000003,0.325,47208,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.95,1,0.975,22979,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.9,0.95,0.925,11103,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.4,0.45,0.425,12108,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.35000000000000003,0.4,0.375,24631,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.8,0.8500000000000001,0.8250000000000001,12017,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.75,0.8,0.775,10617,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.15000000000000002,0.2,0.17500000000000002,34137,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.6000000000000001,0.65,0.625,13967,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.7000000000000001,0.75,0.7250000000000001,8566,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.8500000000000001,0.9,0.875,11180,0.2659913466371746,0.1137016534473656
west,Settling / Resuspension,0.2,0.25,0.225,15994,0.2659913466371746,0.1137016534473656
north,Biofilm Adsorption,0,0.05,0.025,2640267,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.05,0.1,0.07500000000000001,1089635,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.15000000000000002,0.2,0.17500000000000002,113191,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.1,0.15000000000000002,0.125,294449,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.2,0.25,0.225,30259,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.25,0.30000000000000004,0.275,9979,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.30000000000000004,0.35000000000000003,0.325,5833,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.35000000000000003,0.4,0.375,3064,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.65,0.7000000000000001,0.675,211,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.6000000000000001,0.65,0.625,74,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.4,0.45,0.425,1311,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.7000000000000001,0.75,0.7250000000000001,442,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.75,0.8,0.775,505,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.45,0.5,0.475,697,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.55,0.6000000000000001,0.5750000000000001,62,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.8500000000000001,0.9,0.875,27,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.8,0.8500000000000001,0.8250000000000001,228,0.05012120439627907,0.03716166177015495
north,Biofilm Adsorption,0.5,0.55,0.525,266,0.05012120439627907,0.03716166177015495
south,Biofilm Adsorption,0,0.05,0.025,782431,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.05,0.1,0.07500000000000001,163709,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.25,0.30000000000000004,0.275,5142,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.15000000000000002,0.2,0.17500000000000002,13109,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.1,0.15000000000000002,0.125,51863,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.2,0.25,0.225,7979,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.35000000000000003,0.4,0.375,1225,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.30000000000000004,0.35000000000000003,0.325,2222,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.55,0.6000000000000001,0.5750000000000001,266,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.4,0.45,0.425,936,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.45,0.5,0.475,746,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.6000000000000001,0.65,0.625,205,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.5,0.55,0.525,494,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.7000000000000001,0.75,0.7250000000000001,36,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.65,0.7000000000000001,0.675,133,0.04110744352685168,0.02556496391994933
south,Biofilm Adsorption,0.75,0.8,0.775,4,0.04110744352685168,0.02556496391994933
west,Biofilm Adsorption,0,0.05,0.025,427780,0.04894082624473276,0.02845826990138106
west,Biofilm Adsorption,0.05,0.1,0.07500000000000001,114268,0.04894082624473276,0.02845826990138106
west,Biofilm Adsorption,0.1,0.15000000000000002,0.125,38237,0.04894082624473276,0.02845826990138106
west,Biofilm Adsorption,0.2,0.25,0.225,10128,0.04894082624473276,0.02845826990138106
west,Biofilm Adsorption,0.15000000000000002,0.2,0.17500000000000002,19173,0.04894082624473276,0.02845826990138106
west,Biofilm Adsorption,0.25,0.30000000000000004,0.275,4412,0.04894082624473276,0.02845826990138106
west,Biofilm Adsorption,0.4,0.45,0.425,314,0.04894082624473276,0.02845826990138106
west,Biofilm Adsorption,0.30000000000000004,0.35000000000000003,0.325,2378,0.04894082624473276,0.02845826990138106
west,Biofilm Adsorption,0.45,0.5,0.475,211,0.04894082624473276,0.02845826990138106
west,Biofilm Adsorption,0.35000000000000003,0.4,0.375,778,0.04894082624473276,0.02845826990138106
west,Biofilm Adsorption,0.5,0.55,0.525,211,0.04894082624473276,0.02845826990138106
west,Biofilm Adsorption,0.6000000000000001,0.65,0.625,19,0.04894082624473276,0.02845826990138106
west,Biofilm Adsorption,0.55,0.6000000000000001,0.5750000000000001,90,0.04894082624473276,0.02845826990138106
west,Biofilm Adsorption,0.65,0.7000000000000001,0.675,1,0.04894082624473276,0.02845826990138106
north,Biodegradation,0,0.05,0.025,2605659,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.05,0.1,0.07500000000000001,708762,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.2,0.25,0.225,115764,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.15000000000000002,0.2,0.17500000000000002,201386,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.1,0.15000000000000002,0.125,359411,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.25,0.30000000000000004,0.275,67956,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.35000000000000003,0.4,0.375,31015,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.7000000000000001,0.75,0.7250000000000001,1958,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.65,0.7000000000000001,0.675,3065,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.30000000000000004,0.35000000000000003,0.325,43105,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.45,0.5,0.475,13029,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.4,0.45,0.425,20143,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.5,0.55,0.525,7878,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.55,0.6000000000000001,0.5750000000000001,5042,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.6000000000000001,0.65,0.625,4076,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.8,0.8500000000000001,0.8250000000000001,398,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.75,0.8,0.775,1165,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.9,0.95,0.925,352,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.8500000000000001,0.9,0.875,302,0.06454269560621759,0.02989076718517519
north,Biodegradation,0.95,1,0.975,34,0.06454269560621759,0.02989076718517519
south,Biodegradation,0,0.05,0.025,704757,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.05,0.1,0.07500000000000001,169067,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.2,0.25,0.225,19479,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.25,0.30000000000000004,0.275,11427,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.1,0.15000000000000002,0.125,75000,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.15000000000000002,0.2,0.17500000000000002,34291,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.35000000000000003,0.4,0.375,3580,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.45,0.5,0.475,1614,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.4,0.45,0.425,2560,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.30000000000000004,0.35000000000000003,0.325,6088,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.6000000000000001,0.65,0.625,364,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.55,0.6000000000000001,0.5750000000000001,562,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.5,0.55,0.525,1091,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.7000000000000001,0.75,0.7250000000000001,198,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.65,0.7000000000000001,0.675,229,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.8,0.8500000000000001,0.8250000000000001,37,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.75,0.8,0.775,113,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.8500000000000001,0.9,0.875,25,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.9,0.95,0.925,17,0.05040864032161118,0.0230741839596254
south,Biodegradation,0.95,1,0.975,1,0.05040864032161118,0.0230741839596254
west,Biodegradation,0,0.05,0.025,435830,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.05,0.1,0.07500000000000001,99543,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.25,0.30000000000000004,0.275,5521,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.1,0.15000000000000002,0.125,40695,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.15000000000000002,0.2,0.17500000000000002,18836,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.2,0.25,0.225,9628,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.30000000000000004,0.35000000000000003,0.325,3161,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.4,0.45,0.425,1136,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.35000000000000003,0.4,0.375,1776,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.6000000000000001,0.65,0.625,167,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.65,0.7000000000000001,0.675,117,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.5,0.55,0.525,414,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.45,0.5,0.475,754,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.55,0.6000000000000001,0.5750000000000001,281,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.7000000000000001,0.75,0.7250000000000001,71,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.75,0.8,0.775,38,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.8500000000000001,0.9,0.875,15,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.9,0.95,0.925,6,0.04632035284630102,0.02141684968147156
west,Biodegradation,0.8,0.8500000000000001,0.8250000000000001,11,0.04632035284630102,0.02141684968147156
