,us_node_id,ds_node_id,geometry,depth,flow,vol,conduit_height,conduit_width,conduit_shape,conduit_length,conduit_material,conduit_volume,conduit_xs,flow_xs,flow_perimeter,flow_area,flow_volume,flow_velocity,residence_time,conduit_av,conduit_hrt,conduit_hrt_inv,conduit_roughness,conduit_ff,conduit_ss
S-CO70017019.1,S-CO70017019,S-MH60008641,"LINESTRING (631905.3701999998 5525045.823799999, 631877.7945999997 5525030.6997, 631877.0038999999 5525030.266000001, 631844.6506000003 5525012.5211)",0.02,0.0,0.0,0.375,0.375,CIRC,69.25,VC,7.648428208397807,0.11044661672776616,0.002272091246372912,0.174782849242062,12.103712310012794,0.15734231881132416,0.0,inf,76.92598152520472,0.0,0.0,0.5,0.0210862630572946,0.0
S-CO70017020.1,S-CO70017020,S-MH70016514,"LINESTRING (631934.6571000004 5525061.8807, 631923.6968999999 5525055.8759, 631923.6946999999 5525055.8747000005, 631923.3438999997 5525055.6822999995, 631920.6259000003 5525054.191500001)",0.02,0.0,0.0,0.3,0.3,CIRC,16.0,PVC,1.1309733552923256,0.07068583470577035,0.002023774285023844,0.15669444654181464,2.507111144669034,0.0323803885603815,0.0,inf,77.42683939675045,0.0,0.0,0.0015,0.007257340448485058,0.0
S-CO70017039.1,S-CO70017039,S-MH60008721,"LINESTRING (631588.2686999999 5525483.920700001, 631599.3468000004 5525463.536599999, 631599.5855999999 5525463.097200001, 631619.3888999997 5525426.658)",0.03,0.0,0.0,0.3,0.3,CIRC,65.17,VC,4.606595847775053,0.07068583470577035,0.0036787749478489062,0.19305033263798532,12.581090178017504,0.23974576335131323,0.0,inf,52.476798764454955,0.0,0.0,0.5,0.022325259287691485,0.0
S-CO70017079.1,S-CO70017079,S-CO70017082,"LINESTRING (631401.8453000002 5525766.7709, 631401.9223999996 5525766.8137, 631402.5344000002 5525767.153999999, 631411.9852 5525772.4092)",0.02,0.0,0.0,0.3,0.3,CIRC,11.6,VC,0.819955682586936,0.07068583470577035,0.002023774285023844,0.15669444654181464,1.8176555798850498,0.023475781706276587,0.0,inf,77.42683939675047,0.0,0.0,0.5,0.022325259287691485,0.0
S-CO70017080.1,S-CO70017080,S-CO70017079,"LINESTRING (631396.5129000004 5525763.8058, 631398.5975000001 5525764.9649, 631399.1265000002 5525765.259, 631401.8453000002 5525766.7709)",0.02,0.0,0.0,0.3,0.3,CIRC,6.1,PVC,0.4311835917051991,0.07068583470577035,0.002023774285023844,0.15669444654181464,0.9558361239050692,0.012345023138645446,0.0,inf,77.42683939675047,0.0,0.0,0.0015,0.007257340448485058,0.0
S-CO70017081.1,S-CO70017081,S-MH70005105,"LINESTRING (631415.3942999998 5525774.3048, 631417.5796999997 5525775.52)",0.02,0.0,0.0,0.3,0.3,CIRC,2.5,VC,0.17671458676442586,0.07068583470577035,0.002023774285023844,0.15669444654181464,0.3917361163545366,0.0050594357125596096,0.0,inf,77.42683939675045,0.0,0.0,0.5,0.022325259287691485,0.0
S-CO70017082.1,S-CO70017082,S-CO70017081,"LINESTRING (631411.9852 5525772.4092, 631412.1568 5525772.5046, 631413.0340999998 5525772.9925, 631415.3942999998 5525774.3048)",0.02,0.0,0.0,0.3,0.3,CIRC,3.9,PVC,0.27567475535250435,0.07068583470577035,0.002023774285023844,0.15669444654181464,0.611108341513077,0.00789271971159299,0.0,inf,77.42683939675045,0.0,0.0,0.0015,0.007257340448485058,0.0
S-CO70017099.1,S-CO70017099,S-MH70016575,"LINESTRING (632217.1876999997 5525775.1063, 632226.7554000001 5525757.543299999)",0.02,0.0,0.0,0.3,0.3,CIRC,20.0,PVC,1.413716694115407,0.07068583470577035,0.002023774285023844,0.15669444654181464,3.1338889308362927,0.040475485700476876,0.0,inf,77.42683939675045,0.0,0.0,0.0015,0.007257340448485058,0.0
S-CO70017120.1,S-CO70017120,S-MH60007974,"LINESTRING (632126.3525 5525929.5, 632131.6248000003 5525932.3639)",0.02,0.0,0.0,0.375,0.375,CIRC,6.0,VC,0.662679700366597,0.11044661672776616,0.002272091246372912,0.174782849242062,1.048697095452372,0.013632547478237472,0.0,inf,76.92598152520472,0.0,0.0,0.5,0.0210862630572946,0.0
S-CO70017121.1,S-CO70017121,S-CO70017120,"LINESTRING (632098.2330999998 5525914.2258, 632100.7701000003 5525915.6039, 632101.6600000001 5525916.087300001, 632116.2471000003 5525924.0108, 632116.8568000002 5525924.342, 632126.3525 5525929.5)",0.02,0.0,0.0,0.375,0.375,CIRC,32.0,PVC,3.5342917352885173,0.11044661672776616,0.002272091246372912,0.174782849242062,5.593051175745984,0.07270691988393319,0.0,inf,76.92598152520472,0.0,0.0,0.0015,0.007023488505793389,0.0
S-CO70017140.1,S-CO70017140,S-MH60008986,"LINESTRING (633383.1635999996 5526051.3586, 633380.9720000001 5526050.1554000005)",0.02,0.0,0.0,0.375,0.375,CIRC,2.5,PVC,0.2761165418194154,0.11044661672776616,0.002272091246372912,0.174782849242062,0.436957123105155,0.00568022811593228,0.0,inf,76.92598152520472,0.0,0.0,0.0015,0.007023488505793389,0.0
S-CO70017199.1,S-CO70017199,S-MH70016694,"LINESTRING (634761.4 5528615.9, 634761.1 5528615.7)",0.08132600000000001,0.003802,0.245608,0.3,0.3,CIRC,2.0,PVC,0.1413716694115407,0.07068583470577035,0.01548495803165479,0.328574175521231,0.657148351042462,0.03096991606330958,0.24552859570092755,8.145690705762647,21.21892580202997,0.0022626918627118462,441.9514722616696,0.0015,0.007257340448485058,0.043750362570960044
S-CO70017200.1,S-CO70017200,S-MH50003871,"LINESTRING (634760.8 5528615.6, 634738.6 5528606.2)",0.061762000000000004,0.003816,0.363846,0.3,0.3,CIRC,24.1,CONC,1.7035286164090655,0.07068583470577035,0.01048932733827844,0.28256972832036,6.809930452520676,0.2527927888525104,0.36379835207109673,66.2454897412239,26.938784462296773,0.01840152492811775,54.3433223010767,1.0,0.026957107444510676,0.3567752709018172
S-CO70017259.1,S-CO70017259,Area 8 Outfall 1,"LINESTRING (621065.4 5525657.8, 621069.9 5525663)",0.02,0.0,0.0,0.25,0.25,CIRC,6.9,CSP,0.3387029579651496,0.04908738521234052,0.001839695774329353,0.14337827610577414,0.9893101051298416,0.012693900842872537,0.0,inf,77.9358620628683,0.0,0.0,4.0,0.04473166163206311,0.0
S-CO70017279.1,S-CO70017279,S-CO70017280,"LINESTRING (632188.3356999997 5525006.733999999, 632184.1271000002 5525004.425899999, 632183.6184999999 5525004.147, 632181.9349999996 5525003.2237, 632181.9307000004 5525003.2214, 632179.5239000004 5525001.9014)",0.02,0.0,0.0,0.3,0.3,CIRC,10.05,PVC,0.7103926387929921,0.07068583470577035,0.002023774285023844,0.15669444654181464,1.5747791877452373,0.020338931564489633,0.0,inf,77.42683939675045,0.0,0.0,0.0015,0.007257340448485058,0.0
S-CO70017280.1,S-CO70017280,S-CO70017281,"LINESTRING (632179.5239000004 5525001.9014, 632175.1624999996 5524999.508099999, 632175.1568 5524999.504899999, 632169.1085000001 5524996.185799999, 632169.1075999998 5524996.1853, 632165.7763999999 5524994.3573, 632165.7717000004 5524994.354699999, 632163.8476999998 5524993.298900001)",0.02,0.0,0.0,0.3,0.3,CIRC,17.88,VC,1.2638627245391738,0.07068583470577035,0.002023774285023844,0.15669444654181464,2.8016967041676457,0.03618508421622633,0.0,inf,77.42683939675045,0.0,0.0,0.5,0.022325259287691485,0.0
S-CO70017281.1,S-CO70017281,S-CO70017282,"LINESTRING (632163.8476999998 5524993.298900001, 632163.1460999995 5524992.914000001, 632161.4804999996 5524992.000399999)",0.03,0.0,0.0,0.3,0.3,CIRC,2.7,PVC,0.19085175370557994,0.07068583470577035,0.0036787749478489062,0.19305033263798532,0.5212358981225604,0.009932692359192048,0.0,inf,52.476798764454955,0.0,0.0,0.0015,0.007257340448485058,0.0
S-CO70017282.1,S-CO70017282,S-MH60009849,"LINESTRING (632161.4804999996 5524992.000399999, 632148.9424999999 5524985.123299999, 632147.0137 5524984.065400001)",0.02,0.0,0.0,0.3,0.3,CIRC,16.5,VC,1.1663162726452108,0.07068583470577035,0.002023774285023844,0.15669444654181464,2.5854583679399417,0.03339227570289342,0.0,inf,77.42683939675047,0.0,0.0,0.5,0.022325259287691485,0.0
S-CO70017299.1,S-CO70017299,S-CO70017300,"LINESTRING (631786.5718 5525517.7348, 631787.6240999997 5525518.3081, 631788.8552000001 5525518.978700001, 631792.2045999998 5525520.803400001, 631793.9305999996 5525521.743799999)",0.0225,0.0,0.0,0.45,0.45,CIRC,8.38,PVC,1.3327814133773,0.15904312808798327,0.002972999035678603,0.20296206530831795,1.7008221072837046,0.024913731918986694,0.0,inf,68.26845985235606,0.0,0.0,0.0015,0.006840707038020144,0.0
S-CO70017300.1,S-CO70017300,S-CO70017301,"LINESTRING (631793.9305999996 5525521.743799999, 631805.1942999996 5525527.880000001, 631805.7987000002 5525528.2093, 631809.1840000004 5525530.0536)",0.0225,0.0,0.0,0.45,0.45,CIRC,17.37,VC,2.7625791348882696,0.15904312808798327,0.002972999035678603,0.20296206530831795,3.525451074405483,0.05164099324973734,0.0,inf,68.26845985235605,0.0,0.0,0.5,0.020148919246630752,0.0
S-CO70017301.1,S-CO70017301,S-CO70017302,"LINESTRING (631809.1840000004 5525530.0536, 631809.5179000003 5525530.2355, 631810.3967000004 5525530.714299999, 631811.7307000002 5525531.441)",0.0225,0.0,0.0,0.45,0.45,CIRC,2.9,PVC,0.46122507145515146,0.15904312808798327,0.002972999035678603,0.20296206530831795,0.588589989394122,0.008621697203467948,0.0,inf,68.26845985235605,0.0,0.0,0.0015,0.006840707038020144,0.0
S-CO70017302.1,S-CO70017302,S-MH60008863,"LINESTRING (631811.7307000002 5525531.441, 631818.6984999999 5525535.2369, 631819.1374000004 5525535.4761, 631819.5762999998 5525535.7151999995, 631825.8991 5525539.159700001, 631825.8991999999 5525539.1598000005, 631838.8958 5525546.2401, 631841.091 5525547.4361000005, 631844.6913999999 5525549.397500001, 631845.3062000005 5525549.7325, 631847.1502 5525550.737)",0.0225,0.0,0.0,0.45,0.45,CIRC,40.33,VC,6.414209355788365,0.15904312808798327,0.002972999035678603,0.20296206530831795,8.185460093884462,0.11990105110891805,0.0,inf,68.26845985235605,0.0,0.0,0.5,0.020148919246630752,0.0
S-CO70017399.1,S-CO70017399,S-CO70017400,"LINESTRING (632543.6710000001 5525395.9692, 632547.0902000004 5525397.8452)",0.0225,0.0,0.0,0.45,0.45,CIRC,3.9,PVC,0.6202681995431347,0.15904312808798327,0.002972999035678603,0.20296206530831795,0.7915520547024399,0.011594696239146551,0.0,inf,68.26845985235605,0.0,0.0,0.0015,0.006840707038020144,0.0
S-CO70017400.1,S-CO70017400,S-MH60008226,"LINESTRING (632547.0902000004 5525397.8452, 632572.3074000003 5525411.680299999, 632573.2715999996 5525412.2094, 632574.4115000004 5525412.834799999, 632580.3469000002 5525416.0912, 632586.6857000003 5525419.569, 632588.3076999998 5525420.458900001, 632591.7995999996 5525422.3747000005, 632592.0335999997 5525422.5031, 632603.1 5525428.6)",0.10582799999999999,6.000000000000001e-06,0.000176,0.45,0.45,CIRC,63.86,VC,10.156494159698612,0.15904312808798327,0.028519342223425087,0.45567203193869843,29.09921595960528,1.821245194387926,0.00021038353384853837,303540.8657313209,15.9776487258679,,0.01186001756740899,0.5,0.020148919246630752,8.918159755143013e-08
S-CO70017539.2,S-CO70017539,S-BE70015774,"LINESTRING (636225.3 5526959, 636226 5526959.1)",0.02,0.0,0.0,0.3,0.3,CIRC,2.0,PVC,0.1413716694115407,0.07068583470577035,0.002023774285023844,0.15669444654181464,0.31338889308362927,0.004047548570047688,0.0,inf,77.42683939675045,0.0,0.0,0.0015,0.007257340448485058,0.0
S-CO70017559.1,S-CO70017559,S-MH00014065,"LINESTRING (634937 5530007.8, 635024.3 5529945.3)",0.036668,0.000676,0.09519999999999999,0.6,0.6,CIRC,107.3,BR,30.338360255716633,0.2827433388230814,0.00711734875486042,0.29976116294126864,32.164372783598125,0.763691521396523,0.09497918723434218,1129.7211854978152,42.1169698529333,0.3138114404160598,3.186626971515674,0.5,0.018792184888295718,0.016952516446244948
S-CO70017579.1,S-CO70017579,S-AC70016494,"LINESTRING (632784.3 5527162, 632783.8 5527148)",1.50304,0.0,0.0,1.8,1.8,CIRC,14.0,CSP,35.62566069170825,2.5446900494077322,2.2699869590450703,4.149116972826068,58.08763761956495,31.779817426630984,0.0,inf,1.827815334486108,0.0,0.0,4.0,0.024090558084295017,0.0
S-CO70017599.1,S-CO70017599,LINDEN_CS_OUT,"LINESTRING (635621.8 5533039.7, 635614.6 5533043.2)",1.187,0.0,0.0,1.5,1.5,CIRC,11.0,CONC,19.438604544086846,1.7671458676442586,1.499817441893121,3.28920355680839,36.18123912489229,16.49799186082433,0.0,inf,2.193069279589551,0.0,0.0,1.0,0.017832012528642954,0.0
S-CO70017640.1,S-CO70017640,S-MH20004718,"LINESTRING (626296 5526689.7, 626295.9 5526688)",0.020374,2.4e-05,0.012798,0.25,0.25,CIRC,1.7,CONCR,0.08344855486097888,0.04908738521234052,0.0018906432825228636,0.14475103050758464,0.24607675186289388,0.003214093580288868,0.012694092122959619,133.9205658453695,76.5617881731924,0.037200157179269305,26.881606848620372,1.0,0.02841555939249284,0.00045788825251782733
S-CO70017641.1,S-CO70017641,S-CO70017640,"LINESTRING (626296.1 5526692.1, 626296 5526689.7)",0.020406,2.4e-05,0.012758,0.25,0.25,CIRC,2.4,PVC,0.11780972450961724,0.04908738521234052,0.0018950223735509086,0.14486794975373296,0.3476830794089591,0.004548053696522181,0.012664758123688325,189.50223735509084,76.44656431273589,0.05263951037641413,18.997137185532488,0.0015,0.007457191732586531,0.00011961044584170175
S-CO70017659.1,S-CO70017659,S-MH20004833,"LINESTRING (626585.8 5526732.4, 626587.4 5526777.8)",0.033622,0.000492,0.112656,0.3,0.3,CIRC,45.5,CLAY,3.216205479112551,0.07068583470577035,0.004347756514675505,0.20481894532224676,9.319262012162227,0.19782292141773547,0.11316181077281888,402.07910857263306,47.10911124643175,0.11168864127017585,8.953461951256,0.5,0.022325259287691485,0.02858882380263553
S-CO70017660.1,S-CO70017660,S-CO70017659,"LINESTRING (626585.6 5526725.4, 626585.8 5526732.4)",0.028016000000000003,0.00048399999999999995,0.14454799999999998,0.3,0.3,CIRC,7.0,PVC,0.49480084294039245,0.07068583470577035,0.0033269854655504777,0.18633626821404758,1.304353877498333,0.023288898258853344,0.14547704070595274,48.11755838606063,56.007538999938696,0.013365988440572399,74.81676379163284,0.0015,0.007257340448485058,0.01535912280418096
S-CO70017700.1,S-CO70017700,S-CO70017701,"LINESTRING (626587.8 5526790.4, 626588 5526793.4)",0.029731999999999998,0.000566,0.13702199999999998,0.375,0.375,CIRC,3.0,PVC,0.3313398501832985,0.11044661672776616,0.0040848969677084596,0.2140775292643784,0.6422325877931352,0.012254690903125379,0.13855918630856287,21.651397355345193,52.407081734664004,0.006014277043151443,166.27102357027545,0.0015,0.007023488505793389,0.013484148433080576
S-CO70017701.1,S-CO70017701,S-CO70025951,"LINESTRING (626588 5526793.4, 626588.9 5526819.7)",0.029574,0.00057,0.13971799999999998,0.375,0.375,CIRC,26.3,CONCR,2.90474601994025,0.11044661672776616,0.004052919130020441,0.21349202972445425,5.6148403817531465,0.1065917731195376,0.1406393717007438,187.00311073603086,52.67611390098906,0.05194530853778636,19.251016658656944,1.0,0.025319973121937987,0.050081470869583776
S-CO70017719.1,S-CO70017719,S-MH20004841,"LINESTRING (626697.6 5527019.8, 626696.7 5526994.2)",0.037998000000000004,0.00030199999999999997,0.05118399999999999,0.375,0.375,CIRC,25.6,CLAY,2.827433388230814,0.11044661672776616,0.005860465515974092,0.24296805100580998,6.219982105748736,0.15002791720893677,0.05153174251718181,496.78118281104895,41.458831272625496,0.13799477300306914,7.246651291478693,0.5,0.0210862630572946,0.005599500353990434
S-CO70017721.1,S-CO70017721,S-CO70017719,"LINESTRING (626697.7 5527024.3, 626697.6 5527019.8)",0.037998000000000004,0.00030199999999999997,0.05111600000000001,0.375,0.375,CIRC,4.5,PVC,0.4970097752749477,0.11044661672776616,0.005860465515974092,0.24296805100580998,1.093356229526145,0.026372094821883414,0.05153174251718181,87.32481729100469,41.458831272625496,0.02425689369194575,41.22539401374545,0.0015,0.007023488505793389,0.0018651017616339873
S-CO70017799.1,S-CO70017799,S-MH20004843,"LINESTRING (626873.1 5526919, 626877.1 5526987.7)",0.110188,0.000532,0.019513999999999997,0.375,0.375,CIRC,68.9,CONCR,7.6097718925430895,0.11044661672776616,0.02707516804124116,0.4296695537251227,29.604232251660957,1.865479078041516,0.01964900085530965,3506.5396203787896,15.869506444822276,0.9740387834385527,1.02665316515406,1.0,0.025319973121937987,0.0009775617123205687
S-CO70017801.1,S-CO70017801,S-CO70017799,"LINESTRING (626872.9 5526914.5, 626873.1 5526919)",0.039256,0.000526,0.085086,0.375,0.375,CIRC,4.5,PVC,0.4970097752749477,0.11044661672776616,0.0061472533519372485,0.24710680238979588,1.1119806107540815,0.02766264008371762,0.08556667016729286,52.5905705013643,40.19792063912943,0.014608491805934527,68.45333613383428,0.0015,0.007023488505793389,0.005142356004153487
S-CO70017819.1,S-CO70017819,S-CO70017820,"LINESTRING (626793.3 5527109.3, 626793.1 5527103.9)",0.0227,0.00015199999999999998,0.062322,0.3,0.3,CIRC,5.4,PVC,0.3817035074111599,0.07068583470577035,0.0024402007236454942,0.16720109281810858,0.9028859012177863,0.013177083907685669,0.062289957759262646,86.69134149793206,68.51940137462196,0.024080928193870012,41.5266385061751,0.0015,0.007257340448485058,0.002815876279817555
S-CO70017820.1,S-CO70017820,S-MH20005439,"LINESTRING (626793.1 5527103.9, 626792.8 5527096.9)",0.022184000000000002,0.000154,0.06472800000000001,0.3,0.3,CIRC,7.0,CLAY,0.49480084294039245,0.07068583470577035,0.0023587519486237274,0.16523967490205882,1.1566777243144117,0.01651126364036609,0.065288764293276,107.21599766471488,70.05385835440306,0.02978222157353191,33.57707877939909,0.5,0.022325259287691485,0.009516415798181207
